pathway_id,pesticide,pathway_title,pathway_status,pathway_organism,step_order,substrate_name,substrate_identifier_type,substrate_identifier,product_name,product_identifier_type,product_identifier,transformation_type,gene,enzyme,pesticidedb_protein_id,ncbi_protein_accession,uniprot_accession,step_evidence_type,evidence_description,assay_type,metabolite_detection_method,source_doi,source_pmid,source_reference,evidence_scope,step_confidence,curator,review_status,notes,source_row,isolation_environment,isolation_location,publication_year,source_record_number
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Rigidoporus sp. FMD21,,,,,,,,,,Laccase,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1007/s10532-022-09982-1,,10.1007/s10532-022-09982-1,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 76; reaction fields intentionally blank.,76,Contaminated soil,Argentina,2022,52
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Fusarium sp.,,,,,,,,,,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1007/s10532-022-09982-1,,10.1007/s10532-022-09982-1,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 77; reaction fields intentionally blank.,77,Contaminated soil,Argentina,2022,53
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Verticillium sp. ,,,,,,,,,,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1007/s10532-022-09982-1,,10.1007/s10532-022-09982-1,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 78; reaction fields intentionally blank.,78,Contaminated soil,Argentina,2022,54
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Cupriavidus sp. DSPF,,,,,,,,,24DCPM,"2,4-DCP monooxygenase",,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1128/spectrum.00560-25,,10.1128/spectrum.00560-25,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 79; reaction fields intentionally blank.,79,Agricultural soil,India,2025,55
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Arthrobacter sp.,,,,,,,,,,Dichloromuconate lactonizing enzyme,,,,PURIFIED_OR_ENZYME_ASSAY_REVIEW,Enzymatic evidence,,,10.1128/am.26.3.445-447.1973,,10.1128/am.26.3.445-447.1973,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 80; reaction fields intentionally blank.,80,Soil,USA,1973,56
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Cupriavidus gilardii T-1,,,,,,,,,,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1021/acs.jafc.7b00544,,10.1021/acs.jafc.7b00544,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 81; reaction fields intentionally blank.,81,Agricultural soil,China,2017,57
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Cupriavidus oxalaticus X32,,,,,,,,,"tfdA–F, tfdT-S",,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1021/acs.jafc.9b05061,,10.1021/acs.jafc.9b05061,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 82; reaction fields intentionally blank.,82,Sewage sludge,China,2020,58
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Comamonas acidovorans strain MC1,,,,,,,,,"tfdB, tfdC",Chlorophenol hydroxylase,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1016/S0944-5013(99)80021-4,,10.1016/S0944-5013(99)80021-4,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 83; reaction fields intentionally blank.,83,Contaminated soil,Germany,1999,59
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Comamonas koreensis CY01,,,,,,,,,Not specified,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1111/j.1574-6941.2009.00796.x,,10.1111/j.1574-6941.2009.00796.x,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 84; reaction fields intentionally blank.,84,Sediment,China,2010,60
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Delftia acidovorans P4a,,,,,,,,,TfdA–F,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1099/mic.0.26260-0,,10.1099/mic.0.26260-0,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 85; reaction fields intentionally blank.,85,Cotaminated soil,Germany,2003,61
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Alcaligenes eutrophus  JMP134-derived (host) ,,,,,,,,,TfdA,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,, 10.1128/aem.62.7.2470-2476.1996,, 10.1128/aem.62.7.2470-2476.1996,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 86; reaction fields intentionally blank.,86,Agricultural soil,USA,1996,62
PILOT_2_4_D_001,"2,4-D","2,4-D degradation pathway - literature curation pilot",,Pseudomonas putida SM1443 (donor),,,,,,,,,TfdA–F,,,,,EXPERIMENTAL_RECORD_REVIEW,Experimental evidence,,,10.1016/j.femsec.2005.04.007,,10.1016/j.femsec.2005.04.007,SOURCE_RECORD_ONLY_NOT_YET_ASSIGNED_TO_REACTION_STEP,,,NEEDS_FULL_TEXT_REVIEW,Seeded from curated source row 87; reaction fields intentionally blank.,87,Agricultural soil,UK,2005,63
