id,name,role,cas_number,pubchem_cid,smiles,inchikey,pubchem_url,structure_image_url,structure_status,description
189,Buprofezin,PESTICIDE,,50367,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2,PRLVTUNWOQKEAI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/50367,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/50367/PNG,structure_available,
227,C-P bond cleavage products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
69,CGA 380778,METABOLITE,,11474256,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)O)OCC#C,CRJKRYZJRZIPJS-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11474256,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11474256/PNG,structure_available,
276,Cadusafos,PESTICIDE,,91752,CCC(C)SP(=O)(OCC)SC(C)CC,KXRPCFINVWWFHQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/91752,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/91752/PNG,structure_available,
283,Captan,PESTICIDE,,8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,LDVVMCZRFWMZSG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/8606,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8606/PNG,structure_available,
134,Carbaryl,PESTICIDE,,6129,CNC(=O)OC1=CC=CC2=CC=CC=C21,CVXBEEMKQHEXEN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6129,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6129/PNG,structure_available,
68,Carbendazim,PESTICIDE,,25429,COC(=O)NC1=NC2=CC=CC=C2N1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/25429,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/25429/PNG,structure_available,
66,Carbendazim (MBC),METABOLITE,,25429,COC(=O)NC1=NC2=CC=CC=C2N1,TWFZGCMQGLPBSX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/25429,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/25429/PNG,structure_available,
114,Carbofuran,PESTICIDE,,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,DUEPRVBVGDRKAG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/2566,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/2566/PNG,structure_available,
115,Carbofuran phenol,METABOLITE,,15278,CC1(CC2=C(O1)C(=CC=C2)O)C,WJGPNUBJBMCRQH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/15278,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/15278/PNG,structure_available,
200,Carbon dioxide,METABOLITE,,280,C(=O)=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/280,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/280/PNG,structure_available,
299,Carbosulfan,PESTICIDE,,41384,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,JLQUFIHWVLZVTJ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/41384,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/41384/PNG,structure_available,
300,Carbosulfan phosphodiesterase-associated products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
93,Catechol,METABOLITE,,289,C1=CC=C(C(=C1)O)O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/289,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/289/PNG,structure_available,
277,Chlorantraniliprole,PESTICIDE,,11271640,CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,PSOVNZZNOMJUBI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11271640,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11271640/PNG,structure_available,
278,Chlorantraniliprole amidase transformation products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
284,Chlordane,PESTICIDE,,11954021,C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,BIWJNBZANLAXMG-YQELWRJZSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11954021,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11954021/PNG,structure_available,
231,Chlorinated aromatic ring-cleavage products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
136,Chlorothalonil,PESTICIDE,,15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/15910,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/15910/PNG,structure_available,
263,Chlorpropham,PESTICIDE,,2728,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,CWJSHJJYOPWUGX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/2728,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/2728/PNG,structure_available,
131,Chlorpyrifos-methyl,PESTICIDE,,21803,COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,HRBKVYFZANMGRE-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/21803,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/21803/PNG,structure_available,
265,Clothianidin,PESTICIDE,,86287519,CN/C(=N\[N+](=O)[O-])/NCC1=CN=C(S1)Cl,PGOOBECODWQEAB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86287519,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86287519/PNG,structure_available,
165,Cyclopropanecarboxylic acid + 2-methyl-3-biphenylyl methanol,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
239,Cyfluthrin,PESTICIDE,,104926,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,QQODLKZGRKWIFG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/104926,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/104926/PNG,structure_available,
232,Cyfluthrin/beta-cyfluthrin,PESTICIDE,,56608859,CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C,QQODLKZGRKWIFG-RUTXASTPSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/56608859,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/56608859/PNG,structure_available,
244,Cypermethrin,PESTICIDE,,2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,KAATUXNTWXVJKI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/2912,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/2912/PNG,structure_available,
286,Cyprodinil,PESTICIDE,,86367,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,HAORKNGNJCEJBX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86367,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86367/PNG,structure_available,
147,Cyromazine,PESTICIDE,,47866,C1CC1NC2=NC(=NC(=N2)N)N,LVQDKIWDGQRHTE-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/47866,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/47866/PNG,structure_available,
287,Cytochrome P450-associated transformation products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
119,DDD,METABOLITE,,6294,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,AHJKRLASYNVKDZ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6294,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6294/PNG,structure_available,
120,DDE,METABOLITE,,3035,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,UCNVFOCBFJOQAL-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3035,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3035/PNG,structure_available,
121,DDMU,METABOLITE,,98491,C1=CC(=CC=C1C(=CCl)C2=CC=C(C=C2)Cl)Cl,LNKQQZFLNUVWQQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/98491,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/98491/PNG,structure_available,
118,DDT,PESTICIDE,,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,YVGGHNCTFXOJCH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3036,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3036/PNG,structure_available,
194,DIF-TPs 290,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
193,DIF-TPs 330,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
192,DIF-TPs 406,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
173,Deltamethrin,PESTICIDE,,40585,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,OWZREIFADZCYQD-NSHGMRRFSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/40585,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/40585/PNG,structure_available,
142,Dicamba,PESTICIDE,,3030,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,IWEDIXLBFLAXBO-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3030,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3030/PNG,structure_available,
250,Dichlobenil,PESTICIDE,,3031,C1=CC(=C(C(=C1)Cl)C#N)Cl,YOYAIZYFCNQIRF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3031,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3031/PNG,structure_available,
138,Dichlorvos,PESTICIDE,,3039,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3039,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3039/PNG,structure_available,
279,Dicofol,PESTICIDE,,8268,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,UOAMTSKGCBMZTC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/8268,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8268/PNG,structure_available,
280,Dicofol enzymatic transformation products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
153,Dieldrin,PESTICIDE,,969491,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,DFBKLUNHFCTMDC-PICURKEMSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/969491,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/969491/PNG,structure_available,
107,Dienelactone,METABOLITE,,5280677,C\1=CC(=O)O/C1=C\C(=O)O,AYFXPGXAZMFWNH-ARJAWSKDSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/5280677,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/5280677/PNG,structure_available,
191,Difenoconazole,PESTICIDE,,86173,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,BQYJATMQXGBDHF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86173,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86173/PNG,structure_available,
221,Dimethoate,PESTICIDE,,3082,CNC(=O)CSP(=S)(OC)OC,MCWXGJITAZMZEV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3082,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3082/PNG,structure_available,
222,Dimethoate hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
288,Dimethomorph,PESTICIDE,,86298,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,QNBTYORWCCMPQP-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86298,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86298/PNG,structure_available,
139,Dimethyl phosphate + Dichloroacetaldehyde,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
266,Dinotefuran,PESTICIDE,,197701,CN=C(NCC1CCOC1)N[N+](=O)[O-],YKBZOVFACRVRJN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/197701,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/197701/PNG,structure_available,
267,Dinotefuran hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
203,Diphenylamine,PESTICIDE,,11487,C1=CC=C(C=C1)NC2=CC=CC=C2,DMBHHRLKUKUOEG-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11487,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11487/PNG,structure_available,
289,Diquat,PESTICIDE,,6795,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,SYJFEGQWDCRVNX-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/6795,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/6795/PNG,structure_available,
243,Dithiocarbamate,PESTICIDE,,3037131,C(=S)(N)[S-],DKVNPHBNOWQYFE-UHFFFAOYSA-M,https://pubchem.ncbi.nlm.nih.gov/compound/3037131,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3037131/PNG,structure_available,
290,Emamectin benzoate,PESTICIDE,,11650986,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)NC)OC)OC)\C)C.C1=CC=C(C=C1)C(=O)O,GCKZANITAMOIAR-XWVCPFKXSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11650986,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11650986/PNG,structure_available,
156,Endosulfan,PESTICIDE,,3224,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3224,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3224/PNG,structure_available,
157,Endosulfan diol,METABOLITE,,92170,C(C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CO)O,GTSJHTSVFKEASK-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/92170,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/92170/PNG,structure_available,
158,Endosulfan lactone,METABOLITE,,145710,C1C2C(C(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,GIUKJJMBQBRFTN-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/145710,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/145710/PNG,structure_available,
236,Endrin,PESTICIDE,,12358480,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,DFBKLUNHFCTMDC-GKRDHZSOSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/12358480,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/12358480/PNG,structure_available,
241,Esfenvalerate,PESTICIDE,,10342051,CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-RPWUZVMVSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/10342051,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/10342051/PNG,structure_available,
281,Ethion,PESTICIDE,,3286,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3286,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3286/PNG,structure_available,
258,Ethoprophos,PESTICIDE,,3289,CCCSP(=O)(OCC)SCCC,VJYFKVYYMZPMAB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3289,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3289/PNG,structure_available,
268,Etoxazole,PESTICIDE,,153974,CCOC1=C(C=CC(=C1)C(C)(C)C)C2COC(=N2)C3=C(C=CC=C3F)F,IXSZQYVWNJNRAL-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/153974,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/153974/PNG,structure_available,
269,Etoxazole monooxygenase/dehydrogenase/hydrolase transformation products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
224,Fenamiphos,PESTICIDE,,31070,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,ZCJPOPBZHLUFHF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/31070,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/31070/PNG,structure_available,
225,Fenamiphos hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
291,Fenhexamid,PESTICIDE,,213031,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,VDLGAVXLJYLFDH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/213031,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/213031/PNG,structure_available,
270,Fenitrothion,PESTICIDE,,31200,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/31200,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/31200/PNG,structure_available,
271,Fenitrothion organophosphorus hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
256,Fenpropathrin,PESTICIDE,,47326,CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C,XQUXKZZNEFRCAW-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/47326,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/47326/PNG,structure_available,
168,Fenvalerate,PESTICIDE,,3347,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3347,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3347/PNG,structure_available,
186,Fipronil,PESTICIDE,,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3352,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3352/PNG,structure_available,
188,Fipronil-sulfide,METABOLITE,,9953940,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(F)F)N)Cl)C(F)(F)F,FQXWEKADCSXYOC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/9953940,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/9953940/PNG,structure_available,
187,Fipronil-sulfone,METABOLITE,,3078139,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)(=O)C(F)(F)F)N)Cl)C(F)(F)F,LGHZJDKSVUTELU-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3078139,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3078139/PNG,structure_available,
140,Flonicamid,PESTICIDE,,9834513,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC#N,RLQJEEJISHYWON-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/9834513,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/9834513/PNG,structure_available,
292,Fluazinam,PESTICIDE,,91731,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,UZCGKGPEKUCDTF-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/91731,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/91731/PNG,structure_available,
259,Flubendiamide,PESTICIDE,,11193251,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,ZGNITFSDLCMLGI-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/11193251,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11193251/PNG,structure_available,
252,Fludioxonil,PESTICIDE,,86398,C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N,MUJOIMFVNIBMKC-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86398,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86398/PNG,structure_available,
5,Fluxapyroxad,PESTICIDE,,16095400,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC=C2C3=CC(=C(C(=C3)F)F)F,SXSGXWCSHSVPGB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/16095400,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/16095400/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
272,Folpet,PESTICIDE,,8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,HKIOYBQGHSTUDB-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/8607,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/8607/PNG,structure_available,
273,Folpet esterase hydrolysis products,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
285,Fungal oxidative transformation products not resolved in current database source,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
87,Glufosinate,METABOLITE,,4794,CP(=O)(CCC(C(=O)O)N)O,IAJOBQBIJHVGMQ-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/4794,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4794/PNG,structure_available,
6,Glufosinate-Ammonium,PESTICIDE,,53597,CP(=O)(CCC(C(=O)[O-])N)O.[NH4+],ZBMRKNMTMPPMMK-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/53597,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/53597/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
125,Glycine + Formaldehyde,METABOLITE,,,,,,,no_single_structure_assigned,"No single SMILES/structure is assigned because this entry represents a mixture, grouped pathway products, or an unresolved transformation-product label rather than one discrete compound."
122,Glyphosate,PESTICIDE,,3496,C(C(=O)O)NCP(=O)(O)O,XDDAORKBJWWYJS-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3496,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3496/PNG,structure_available,
293,Haloxyfop,PESTICIDE,,50895,CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,GOCUAJYOYBLQRH-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/50895,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/50895/PNG,structure_available,
294,Heptachlor,PESTICIDE,,3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,FRCCEHPWNOQAEU-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/3589,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3589/PNG,structure_available,
7,Imazamox,PESTICIDE,,86137,CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C,NUPJIGQFXCQJBK-UHFFFAOYSA-N,https://pubchem.ncbi.nlm.nih.gov/compound/86137,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/86137/PNG,structure_available,Parent pesticide represented in PesticideDB pathway evidence records.
