batch,pesticide,pathway_name,microorganism,completeness,step_order,substrate,product,reaction_label,enzyme,gene,evidence_type,doi,reference_title,source_pdf,evidence_note
6,Ametoctradin,Ametoctradin biodegradation by soil-derived microbial consortia,Soil-derived microbial consortia; packed-bed microbial bioreactor,PARTIAL,3,Ametoctradin,M650F03,Microbial aliphatic-chain transformation,Enzyme not identified,,METABOLITE,10.3389/fmicb.2020.01898,Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia,Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia..pdf,HPLC-MS/MS confirmed ametoctradin degradation and identified M650F03; the paper reports M650F03 as the main degradation product in every soil type.
6,Ametoctradin,Ametoctradin biodegradation by soil-derived microbial consortia,Soil-derived microbial consortia; packed-bed microbial bioreactor,PARTIAL,4,Ametoctradin,M650F04,Microbial aliphatic-chain transformation,Enzyme not identified,,METABOLITE,10.3389/fmicb.2020.01898,Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia,Accelerated Biodegradation of the Agrochemical Ametoctradin by Soil-Derived Microbial Consortia..pdf,HPLC-MS/MS confirmed ametoctradin degradation and identified M650F04 as one of four major metabolites formed by soil microorganisms metabolizing the long aliphatic chain.
6,Phosmet,Phosmet microbial degradation by indigenous blueberry bacterial flora,Enterobacter agglomerans; Pseudomonas fluorescens,PARTIAL,1,Phosmet,Phthalimide,Phosphorodithioate-chain cleavage,Enzyme not identified,,METABOLITE,10.1111/j.1750-3841.2007.00466.x,Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium),Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium)..pdf,The study reports that E. agglomerans and P. fluorescens cleaved the phosphorodithioate backbone and identifies phthalimide among microbial degradates.
6,Phosmet,Phosmet microbial degradation by indigenous blueberry bacterial flora,Enterobacter agglomerans; Pseudomonas fluorescens,PARTIAL,2,Phosmet,N-hydroxymethyl phthalimide,Phosphorodithioate-chain cleavage,Enzyme not identified,,METABOLITE,10.1111/j.1750-3841.2007.00466.x,Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium),Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium)..pdf,The study reports that E. agglomerans and P. fluorescens cleaved the phosphorodithioate backbone and identifies N-hydroxymethyl phthalimide among microbial degradates.
6,Phosmet,Phosmet microbial degradation by indigenous blueberry bacterial flora,Enterobacter agglomerans; Pseudomonas fluorescens,PARTIAL,3,Phosmet,Phthalamic acid,Phosphorodithioate-chain cleavage,Enzyme not identified,,METABOLITE,10.1111/j.1750-3841.2007.00466.x,Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium),Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium)..pdf,The study reports that E. agglomerans and P. fluorescens cleaved the phosphorodithioate backbone and identifies phthalamic acid among microbial degradates.
6,Phosmet,Phosmet microbial degradation by indigenous blueberry bacterial flora,Enterobacter agglomerans; Pseudomonas fluorescens,PARTIAL,4,Phosmet,Phthalic acid,Phosphorodithioate-chain cleavage,Enzyme not identified,,METABOLITE,10.1111/j.1750-3841.2007.00466.x,Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium),Microbial degradation of phosmet on blueberry fruit and in aqueous systems by indigenous bacterial flora on lowbush blueberries (Vaccinium angustifolium)..pdf,The study reports that E. agglomerans and P. fluorescens cleaved the phosphorodithioate backbone and identifies phthalic acid among microbial degradates.
7,Trifloxystrobin,Strobilurin de-esterification by Hyphomicrobium sp. strain DY-1 esterase StrH,Hyphomicrobium sp. strain DY-1,PARTIAL,1,Trifloxystrobin,Trifloxystrobin acid,De-esterification,Detoxification esterase StrH,strH,GENETIC,10.1128/AEM.00103-21,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in Hyphomicrobium sp. Strain DY-1,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in iHyphomicrobiumi sp. Strain DY-1..pdf,MS/MS identified trifloxystrobin acid as the product of trifloxystrobin hydrolysis in strain DY-1; cloned strH and recombinant StrH transform trifloxystrobin to trifloxystrobin acid.
7,Pyraclostrobin,Strobilurin de-esterification by Hyphomicrobium sp. strain DY-1 esterase StrH,Hyphomicrobium sp. strain DY-1; recombinant StrH,PARTIAL,1,Pyraclostrobin,Pyraclostrobin acid,De-esterification,Detoxification esterase StrH,strH,GENETIC,10.1128/AEM.00103-21,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in Hyphomicrobium sp. Strain DY-1,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in iHyphomicrobiumi sp. Strain DY-1..pdf,The paper reports purified/recombinant StrH catalytic activity toward pyraclostrobin and states that StrH de-esterifies strobilurin fungicides to the corresponding parent acids.
7,Azoxystrobin,Strobilurin de-esterification by Hyphomicrobium sp. strain DY-1 esterase StrH,Hyphomicrobium sp. strain DY-1; recombinant StrH,PARTIAL,1,Azoxystrobin,Azoxystrobin acid,De-esterification,Detoxification esterase StrH,strH,GENETIC,10.1128/AEM.00103-21,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in Hyphomicrobium sp. Strain DY-1,Detoxification Esterase StrH Initiates Strobilurin Fungicide Degradation in iHyphomicrobiumi sp. Strain DY-1..pdf,The paper reports measurable StrH catalytic activity toward azoxystrobin and states that StrH de-esterifies strobilurin fungicides to the corresponding parent acids; activity is much lower than for trifloxystrobin.
8,Glufosinate-Ammonium,Initial bacterial transformations of phosphinothricin (glufosinate),Soil bacterial isolates; Rhodococcus sp.,PARTIAL,1,Glufosinate,2-oxo-4-[(hydroxy)(methyl)phosphinoyl]butyric acid,Transamination / oxidative deamination,PPT transaminase / PPT oxidase; enzyme not genetically assigned,,METABOLITE,10.1128/aem.55.3.711-716.1989,Initial steps in the degradation of phosphinothricin (glufosinate) by soil bacteria,Initial steps in the degradation of phosphinothricin (glufosinate) by soil bacteria..pdf,The paper reports bacterial transformation of phosphinothricin to the corresponding 2-oxo acid by transamination in multiple strains and oxidative deamination in Rhodococcus sp.
8,Glufosinate-Ammonium,Initial bacterial transformations of phosphinothricin (glufosinate),Soil bacterial isolates,PARTIAL,2,Glufosinate,N-acetyl-PPT,N-acetylation,PPT N-acetyltransferase; enzyme not genetically assigned,,METABOLITE,10.1128/aem.55.3.711-716.1989,Initial steps in the degradation of phosphinothricin (glufosinate) by soil bacteria,Initial steps in the degradation of phosphinothricin (glufosinate) by soil bacteria..pdf,The paper reports acetyltransferase activity synthesizing N-acetyl-PPT from phosphinothricin and acetyl-CoA.
8,Quintozene,Pentachloronitrobenzene biodegradation by Arthrobacter nicotianae DH19,Arthrobacter nicotianae DH19,PARTIAL,1,Pentachloronitrobenzene (PCNB),"2,3,4,5,6-pentachloroaniline",Nitro reduction,Nitroreductase; enzyme not genetically assigned,,METABOLITE,10.1111/lam.12476,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19..pdf,GC-MS/MS identified pentachloroaniline among PCNB metabolites and the paper deduced nitroreduction as the initial transformation.
8,Quintozene,Pentachloronitrobenzene biodegradation by Arthrobacter nicotianae DH19,Arthrobacter nicotianae DH19,PARTIAL,2,"2,3,4,5,6-pentachloroaniline","3,5-dichloroaniline",Stepwise dechlorination,Dechlorination activity; enzyme not genetically assigned,,PROPOSED,10.1111/lam.12476,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19..pdf,"3,5-dichloroaniline was identified as a metabolite and placed in the authors' proposed PCNB biodegradation pathway."
8,Quintozene,Pentachloronitrobenzene biodegradation by Arthrobacter nicotianae DH19,Arthrobacter nicotianae DH19,PARTIAL,3,"3,5-dichloroaniline",Aniline,Dechlorination,Dechlorination activity; enzyme not genetically assigned,,PROPOSED,10.1111/lam.12476,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19..pdf,Aniline was identified as a metabolite and placed downstream of dichloroaniline in the proposed DH19 pathway.
8,Quintozene,Pentachloronitrobenzene biodegradation by Arthrobacter nicotianae DH19,Arthrobacter nicotianae DH19,PARTIAL,4,Aniline,Catechol,Aromatic hydroxylation,Aniline hydroxylation activity; enzyme not genetically assigned,,PROPOSED,10.1111/lam.12476,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19..pdf,Catechol was identified as a metabolite and the paper states that aniline is further degraded to catechol.
8,Quintozene,Pentachloronitrobenzene biodegradation by Arthrobacter nicotianae DH19,Arthrobacter nicotianae DH19,PARTIAL,5,Catechol,Adipic acid,Ring cleavage / downstream oxidation,Catechol ring-cleavage activity; enzyme not genetically assigned,,PROPOSED,10.1111/lam.12476,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19,Biodegradation of pentachloronitrobenzene by Arthrobacter nicotianae DH19..pdf,Adipic acid was identified as a metabolite and the paper places it downstream of catechol before further metabolism.
8,Quintozene,Pentachloronitrobenzene biodegradation by Pseudomonas putida QTH3,Pseudomonas putida QTH3,PARTIAL,1,Pentachloronitrobenzene (PCNB),"2,3,4,5,6-pentachloroaniline",Nitro reduction,Intracellular PCNB transformation activity; enzyme not genetically assigned,,METABOLITE,10.1016/j.ecoenv.2019.109463,Effective biodegradation of pentachloronitrobenzene by a novel strain Pseudomonas putida QTH3 isolated from contaminated soil,Effective biodegradation of pentachloronitrobenzene by a novel strain Peudomonas putida QTH3 isolated from contaminated soil..pdf,The QTH3 study identified pentachloroaniline among PCNB metabolites and reported stronger intracellular than extracellular degradation activity.
8,Quintozene,Pentachloronitrobenzene biodegradation by Pseudomonas putida QTH3,Pseudomonas putida QTH3,PARTIAL,2,Pentachloronitrobenzene (PCNB),Pentachlorothioanisole,Thioanisole formation,Intracellular PCNB transformation activity; enzyme not genetically assigned,,METABOLITE,10.1016/j.ecoenv.2019.109463,Effective biodegradation of pentachloronitrobenzene by a novel strain Pseudomonas putida QTH3 isolated from contaminated soil,Effective biodegradation of pentachloronitrobenzene by a novel strain Peudomonas putida QTH3 isolated from contaminated soil..pdf,Pentachlorothioanisole was identified among PCNB metabolites in the QTH3 degradation study.
8,Quintozene,Pentachloronitrobenzene biodegradation by Pseudomonas putida QTH3,Pseudomonas putida QTH3,PARTIAL,3,"2,3,4,5,6-pentachloroaniline","2,3,5,6-tetrachloroaniline",Dechlorination,Intracellular dechlorination activity; enzyme not genetically assigned,,PROPOSED,10.1016/j.ecoenv.2019.109463,Effective biodegradation of pentachloronitrobenzene by a novel strain Pseudomonas putida QTH3 isolated from contaminated soil,Effective biodegradation of pentachloronitrobenzene by a novel strain Peudomonas putida QTH3 isolated from contaminated soil..pdf,Tetrachloroaniline metabolites were identified and placed in the proposed QTH3 PCNB degradation pathway.
8,Quintozene,Pentachloronitrobenzene biodegradation by Pseudomonas putida QTH3,Pseudomonas putida QTH3,PARTIAL,4,"2,3,4,5,6-pentachloroaniline","2,3,4,5-tetrachloroaniline",Dechlorination,Intracellular dechlorination activity; enzyme not genetically assigned,,PROPOSED,10.1016/j.ecoenv.2019.109463,Effective biodegradation of pentachloronitrobenzene by a novel strain Pseudomonas putida QTH3 isolated from contaminated soil,Effective biodegradation of pentachloronitrobenzene by a novel strain Peudomonas putida QTH3 isolated from contaminated soil..pdf,Tetrachloroaniline metabolites were identified and placed in the proposed QTH3 PCNB degradation pathway.
8,Quintozene,Pentachloronitrobenzene biodegradation by Pseudomonas putida QTH3,Pseudomonas putida QTH3,PARTIAL,5,"2,3,5,6-tetrachloroaniline",Catechol,Aromatic dechlorination / hydroxylation,Intracellular aromatic transformation activity; enzyme not genetically assigned,,PROPOSED,10.1016/j.ecoenv.2019.109463,Effective biodegradation of pentachloronitrobenzene by a novel strain Pseudomonas putida QTH3 isolated from contaminated soil,Effective biodegradation of pentachloronitrobenzene by a novel strain Peudomonas putida QTH3 isolated from contaminated soil..pdf,Catechol was identified among QTH3 metabolites; this connection is retained as a proposed pathway step pending gene/enzyme assignment.
9,Isopyrazam,GC-MS-supported microbial degradation route of isopyrazam,Aspergillus flavus; Penicillium chrysogenum; Aspergillus niger; Aspergillus terreus; Aspergillus fumigatus; Xanthomonas axonopodis; Pseudomonas syringae,PROPOSED,1,Isopyrazam,"3-difluoromethyl-1-methyl-1H-pyrazole-4-carboxylic acid (9-hydroxy-9-isopropyl-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl)-amide",Hydroxylation of isopropyl group,Microbial hydroxylation activity; enzyme not genetically assigned,,PROPOSED,10.1002/jobm.201900687,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,The paper reports GC-MS metabolite identification after incubation with fungal and bacterial strains and presents this as product B in the possible isopyrazam degradation route.
9,Isopyrazam,GC-MS-supported microbial degradation route of isopyrazam,Aspergillus flavus; Penicillium chrysogenum; Aspergillus niger; Aspergillus terreus; Aspergillus fumigatus; Xanthomonas axonopodis; Pseudomonas syringae,PROPOSED,2,"3-difluoromethyl-1-methyl-1H-pyrazole-4-carboxylic acid (9-hydroxy-9-isopropyl-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl)-amide","3-difluoromethyl-1-methyl-1H-pyrazole-4-carboxylic acid (9-isopropylidene-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl)-amide",Hydroxylation/dehydration of bicyclic substituent,Microbial transformation activity; enzyme not genetically assigned,,PROPOSED,10.1002/jobm.201900687,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,The paper presents this as product C in the possible mechanistic route and describes hydroxylation of the isopropyl group and bicyclic ring.
9,Isopyrazam,GC-MS-supported microbial degradation route of isopyrazam,Aspergillus flavus; Penicillium chrysogenum; Aspergillus niger; Aspergillus terreus; Aspergillus fumigatus; Xanthomonas axonopodis; Pseudomonas syringae,PROPOSED,3,"3-difluoromethyl-1-methyl-1H-pyrazole-4-carboxylic acid (9-isopropylidene-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl)-amide",3-difluoromethyl-1H-pyrazole-4-carboxylic acid,Amide-linkage breakdown and N-demethylation,Microbial amide-cleavage/demethylation activity; enzyme not genetically assigned,,PROPOSED,10.1002/jobm.201900687,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,The paper identifies pyrazole half-molecule acids and states that amide bond breakdown and demethylation are major processes in isopyrazam biotransformation.
9,Isopyrazam,GC-MS-supported microbial degradation route of isopyrazam,Aspergillus flavus; Penicillium chrysogenum; Aspergillus niger; Aspergillus terreus; Aspergillus fumigatus; Xanthomonas axonopodis; Pseudomonas syringae,PROPOSED,4,"3-difluoromethyl-1-methyl-1H-pyrazole-4-carboxylic acid (9-isopropylidene-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl)-amide",3-difluoromethyl-1-methyl-1H-pyrazole-4-amide,Amide-linkage breakdown,Microbial amide-cleavage activity; enzyme not genetically assigned,,PROPOSED,10.1002/jobm.201900687,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,The paper presents this pyrazole amide as product E in the proposed microbial degradation route.
9,Spirodiclofen,Soil transformation of spirodiclofen to enol derivative,Soil microcosm under solarization/biosolarization; microbial activity implicated,PARTIAL,1,Spirodiclofen,Spirodiclofen-enol,Hydrolysis to enol derivative,Soil biochemical/hydrolytic transformation; enzyme not genetically assigned,,METABOLITE,10.1007/s11356-017-8589-1,Enhanced degradation of spiro-insecticides and their leacher enol derivatives in soil by solarization and biosolarization techniques,Enhanced degradation of spiro-insecticides and their leacher enol derivatives in soil by solarization and biosolarization techniques..pdf,"The paper reports spirodiclofen-enol as a transformation product in soil/leachate experiments and states degradation was enhanced under solarization and biosolarization, partly associated with microbial activity changes."
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164; Cupriavidus pinatubonensis JMP134 pathway genes,COMPLETE,1,"2,4-D","2,4-dichlorophenol",alpha-ketoglutarate-dependent dioxygenation / ether cleavage,"2,4-dichlorophenoxyacetate dioxygenase",tfdA,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,"PesticideDB protein records include tfdA as the first 2,4-D degradation enzyme in the engineered tfd/pca pathway."
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Cupriavidus pinatubonensis JMP134; engineered Escherichia coli strain BL-3164,COMPLETE,2,"2,4-dichlorophenol","3,5-dichlorocatechol",Hydroxylation,"2,4-dichlorophenol 6-monooxygenase",tfdB,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,"PesticideDB protein records include tfdB/2,4-dichlorophenol 6-monooxygenase for the chlorophenol-to-chlorocatechol step."
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,3,"3,5-dichlorocatechol","2,4-dichloro-cis,cis-muconate",Ring cleavage,"Chlorocatechol 1,2-dioxygenase",tfdC,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,"PesticideDB protein records include tfdC/chlorocatechol 1,2-dioxygenase for chlorocatechol ortho-cleavage."
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,4,"2,4-dichloro-cis,cis-muconate",Dienelactone,Cycloisomerization,Chloromuconate cycloisomerase,tfdD,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,PesticideDB protein records include tfdD/chloromuconate cycloisomerase downstream of chlorocatechol ring cleavage.
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,5,Dienelactone,Maleylacetate,Hydrolysis,Dienelactone hydrolase,tfdE,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,PesticideDB protein records include tfdE/dienelactone hydrolase in the lower chlorocatechol pathway.
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,6,Maleylacetate,3-oxoadipate,Reduction,Maleylacetate reductase,tfdF,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,PesticideDB protein records include tfdF/maleylacetate reductase connecting the chlorocatechol route to beta-ketoadipate metabolism.
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,7,3-oxoadipate,3-oxoadipyl-CoA,CoA transfer,Succinyl-CoA:3-oxoadipate CoA transferase,pcaI/pcaJ,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,PesticideDB protein records include pcaI and pcaJ as beta-ketoadipate pathway CoA-transferase subunits.
10,"2,4-D","Curated tfd/pca pathway for 2,4-D degradation",Engineered Escherichia coli strain BL-3164,COMPLETE,8,3-oxoadipyl-CoA,Acetyl-CoA + Succinyl-CoA,Thiolysis,Beta-ketoadipyl-CoA thiolase,pcaF,GENETIC,10.1016/j.jhazmat.2023.131099,"Engineered E. coli expression of 2,4-D degradation pathway genes tfdA-F and pcaIJF",Database curated protein/evidence records; source PDF not local,PesticideDB protein records include pcaF as the thiolase producing central-carbon-metabolism products.
10,MCPA,Initial tfdA-catalyzed MCPA cleavage,Ralstonia eutropha JMP134; Comamonas acidovorans MC1; Cupriavidus spp.,PARTIAL,1,MCPA,4-chloro-2-methylphenol,alpha-ketoglutarate-dependent ether cleavage,Phenoxyalkanoic acid dioxygenase,tfdA,GENETIC,10.1128/jb.184.15.4054-4064.2002,Genetic and microbial evidence for tfdA-mediated MCPA degradation,Database curated evidence records; source PDF not local,Database records link MCPA degradation to tfdA/tfd-like phenoxy acid degradation genes; this batch imports only the conservative initial cleavage product.
10,Carbofuran,Carbofuran hydrolase-mediated carbamate cleavage,Achromobacter sp. WM111,PARTIAL,1,Carbofuran,Carbofuran phenol,Carbamate hydrolysis,Carbofuran hydrolase,mcd,GENETIC,10.1128/jb.171.7.4038-4044.1989,Cloning and expression of a carbofuran hydrolase gene from Achromobacter sp. WM111,Database curated evidence records; source PDF not local,Database records link Achromobacter sp. WM111 carbofuran degradation to mcd/carbofuran hydrolase; only the primary hydrolysis product is imported here.
11,Acetamiprid,Ochrobactrum sp. D-12 acetamiprid biodegradation,Ochrobactrum sp. D-12,PARTIAL,1,Acetamiprid,N-methyl-(6-chloro-3-pyridyl)methylamine,Microbial transformation to chloropyridinyl methylamine,Enzyme not identified,,METABOLITE,10.1371/journal.pone.0082603,Microbial Degradation of Acetamiprid by Ochrobactrum sp. D-12 Isolated from Contaminated Soil,Acetamiprid_10.1371_journal.pone.0082603.pdf,LC-MS identified N-methyl-(6-chloro-3-pyridyl)methylamine as a metabolic intermediate during acetamiprid degradation by strain D-12.
11,DDT,Pleurotus ostreatus and Pseudomonas aeruginosa DDT transformation products,Pleurotus ostreatus; Pseudomonas aeruginosa,PARTIAL,1,DDT,DDD,Reductive dechlorination product detected,Enzyme not identified,,METABOLITE,10.4014/jmb.1701.01073,Optimization of DDT degradation by Pleurotus ostreatus using biosurfactant-producing bacteria,DDT_10.4014_jmb.1701.01073.pdf,DDD was detected as a metabolic product from DDT degradation in mixed fungal-bacterial culture.
11,DDT,Pleurotus ostreatus and Pseudomonas aeruginosa DDT transformation products,Pleurotus ostreatus; Pseudomonas aeruginosa,PARTIAL,2,DDT,DDE,Dehydrochlorination product detected,Enzyme not identified,,METABOLITE,10.4014/jmb.1701.01073,Optimization of DDT degradation by Pleurotus ostreatus using biosurfactant-producing bacteria,DDT_10.4014_jmb.1701.01073.pdf,DDE was detected as a metabolic product from DDT degradation in mixed fungal-bacterial culture.
11,DDT,Pleurotus ostreatus and Pseudomonas aeruginosa DDT transformation products,Pleurotus ostreatus; Pseudomonas aeruginosa,PARTIAL,3,DDT,DDMU,Dechlorination product detected,Enzyme not identified,,METABOLITE,10.4014/jmb.1701.01073,Optimization of DDT degradation by Pleurotus ostreatus using biosurfactant-producing bacteria,DDT_10.4014_jmb.1701.01073.pdf,DDMU was detected as a metabolic product from DDT degradation in mixed fungal-bacterial culture.
11,Glyphosate,Bacillus cereus CB4 glyphosate degradation routes,Bacillus cereus CB4,PARTIAL,1,Glyphosate,AMPA + Glyoxylate,Glyphosate oxidoreductase route,Glyphosate oxidoreductase activity,,METABOLITE,10.2323/jgam.58.263,Characterization of a glyphosate-degrading Bacillus cereus CB4 strain,Glyphosate_10.2323_jgam.58.263.pdf,The paper reports glyphosate degradation to AMPA and glyoxylate by glyphosate oxidoreductase activity.
11,Glyphosate,Bacillus cereus CB4 glyphosate degradation routes,Bacillus cereus CB4,PARTIAL,2,Glyphosate,Sarcosine,C-P bond cleavage,C-P lyase activity,,METABOLITE,10.2323/jgam.58.263,Characterization of a glyphosate-degrading Bacillus cereus CB4 strain,Glyphosate_10.2323_jgam.58.263.pdf,The paper reports a concurrent C-P lyase route producing sarcosine during glyphosate degradation.
11,Glyphosate,Bacillus cereus CB4 glyphosate degradation routes,Bacillus cereus CB4,PARTIAL,3,Sarcosine,Glycine + Formaldehyde,Sarcosine downstream transformation,C-P lyase-associated pathway activity,,METABOLITE,10.2323/jgam.58.263,Characterization of a glyphosate-degrading Bacillus cereus CB4 strain,Glyphosate_10.2323_jgam.58.263.pdf,"The paper reports sarcosine, glycine, and formaldehyde as products in the C-P lyase-associated route."
11,Imidacloprid,Hymenobacter latericoloratus CGMCC 16346 imidacloprid transformation,Hymenobacter latericoloratus CGMCC 16346,PARTIAL,1,Imidacloprid,5-hydroxy imidacloprid,Hydroxylation,Enzyme not identified,,METABOLITE,10.1186/s13568-019-0942-y,Biodegradation of imidacloprid by Hymenobacter latericoloratus CGMCC 16346,Imidacloprid_10.1186_s13568-019-0942-y.pdf,LC-MS and standards identified 5-hydroxy imidacloprid as a metabolite from imidacloprid transformation.
11,Imidacloprid,Hymenobacter latericoloratus CGMCC 16346 imidacloprid transformation,Hymenobacter latericoloratus CGMCC 16346,PARTIAL,2,5-hydroxy imidacloprid,Olefin imidacloprid,Dehydration / olefin formation,Enzyme not identified,,METABOLITE,10.1186/s13568-019-0942-y,Biodegradation of imidacloprid by Hymenobacter latericoloratus CGMCC 16346,Imidacloprid_10.1186_s13568-019-0942-y.pdf,The paper describes imidacloprid transformation via hydroxylation to 5-hydroxy imidacloprid and the olefin metabolite.
12,Malathion,D1CarE5 carboxylesterase-mediated malathion hydrolysis,Alicyclobacillus tengchongensis; recombinant Escherichia coli BL21(DE3),PARTIAL,1,Malathion,Malathion monoacid and diacid derivatives,Carboxylesterase hydrolysis,Malathion-hydrolyzing carboxylesterase D1CarE5,D1CarE5,PURIFIED_ENZYME,10.1007/s10529-013-1195-5,"Heterologous expression and characterization of a malathion-hydrolyzing carboxylesterase from a thermophilic bacterium, Alicyclobacillus tengchongensis",Malathion_10.1007_s10529-013-1195-5.pdf,The purified recombinant D1CarE5 enzyme hydrolyzed malathion; the paper describes carboxylesterase detoxification of malathion to monoacid and diacid derivatives.
12,Chlorpyrifos-methyl,Bacillus megaterium and Pseudomonas syringae chlorpyrifos-methyl biodegradation,Bacillus megaterium CM-Z19; Pseudomonas syringae CM-Z6,PARTIAL,1,Chlorpyrifos-methyl,"3,5,6-trichloro-2-pyridinol",Phosphoester hydrolysis,Phosphoesterase activity,,METABOLITE,10.1590/0001-3765201920180694,Comparative study on the biodegradation of chlorpyrifos-methyl by Bacillus megaterium CM-Z19 and Pseudomonas syringae CM-Z6,Chlorpyrifos-methyl_10.1590_0001-3765201920180694.pdf,The paper tracked chlorpyrifos-methyl degradation and TCP formation/degradation; no TCP was detected for strain CM-Z6 because generated TCP was rapidly degraded.
13,Carbendazim,MheI-mediated carbendazim carbamate hydrolysis,Mycobacterium sp. SD-4; Nocardioides sp. strain SG-4G,PARTIAL,1,Carbendazim,2-aminobenzimidazole,Carbamate hydrolysis,Carbendazim hydrolase / serine hydrolase,mheI,GENETIC,10.1016/j.jhazmat.2017.02.007,Carbendazim hydrolase evidence curated in PesticideDB protein records,Database curated protein/evidence records; source PDF not locally readable,PesticideDB protein records link carbendazim degradation to MheI/carbendazim hydrolase; this imports the conservative primary carbamate hydrolysis product.
