acquisition_priority,pesticide,priority_group,doi,doi_url,google_scholar_url,target_usb_folder,suggested_pdf_filename,database_record_count,protein_record_count,database_gene_leads,database_enzyme_leads,database_microbe_leads,source_action,pathway_extraction_rule,oa_check_status,is_oa,oa_status,best_oa_pdf_url,best_oa_landing_url,best_oa_host_type,best_oa_license,download_status,downloaded_pdf_path
1,Dichlorvos,Placeholder files - redownload PDFs by DOI/title,10.3390/ijms26199572,https://doi.org/10.3390/ijms26199572,https://scholar.google.com/scholar?q=10.3390/ijms26199572,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Dichlorvos,Dichlorvos_10.3390_ijms26199572.pdf,7,2,opd-A and mpd | afk1 and afk2 | mpd | zfc1 | TaCyp548-2 | opdA,Phosphatases | Dioxygenases | Hydrolases | Oxidoreductases | P450 | Peroxidases | Phosphoesterase,Not specified | Stenotrophomonas acidaminiphila G1 | Trichoderma asperellum TJ01 | Trichoderma atroviride T23,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://www.mdpi.com/1422-0067/26/19/9572/pdf?version=1759246334,https://www.mdpi.com/1422-0067/26/19/9572/pdf?version=1759246334,publisher,cc-by,download_error: HTTP Error 403: Forbidden,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1007/s00128-013-1168-3,https://doi.org/10.1007/s00128-013-1168-3,https://scholar.google.com/scholar?q=10.1007/s00128-013-1168-3,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1007_s00128-013-1168-3.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1007/s00203-022-02765-5,https://doi.org/10.1007/s00203-022-02765-5,https://scholar.google.com/scholar?q=10.1007/s00203-022-02765-5,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1007_s00203-022-02765-5.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1007/s00253-004-1879-9,https://doi.org/10.1007/s00253-004-1879-9,https://scholar.google.com/scholar?q=10.1007/s00253-004-1879-9,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1007_s00253-004-1879-9.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1007/s10532-010-9442-0,https://doi.org/10.1007/s10532-010-9442-0,https://scholar.google.com/scholar?q=10.1007/s10532-010-9442-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1007_s10532-010-9442-0.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1016/S0378-1097(02)00954-0,https://doi.org/10.1016/S0378-1097(02)00954-0,https://scholar.google.com/scholar?q=10.1016/S0378-1097%2802%2900954-0,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1016_S0378-1097(02)00954-0.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,bronze,https://academic.oup.com/femsle/article-pdf/215/2/255/19108512/215-2-255.pdf,https://academic.oup.com/femsle/article-pdf/215/2/255/19108512/215-2-255.pdf,publisher,,download_error: HTTP Error 403: Forbidden,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2011.08.021,https://doi.org/10.1016/j.chemosphere.2011.08.021,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2011.08.021,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1016_j.chemosphere.2011.08.021.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jhazmat.2008.12.111,https://doi.org/10.1016/j.jhazmat.2008.12.111,https://scholar.google.com/scholar?q=10.1016/j.jhazmat.2008.12.111,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1016_j.jhazmat.2008.12.111.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1016/j.jhazmat.2013.11.061,https://doi.org/10.1016/j.jhazmat.2013.11.061,https://scholar.google.com/scholar?q=10.1016/j.jhazmat.2013.11.061,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1016_j.jhazmat.2013.11.061.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1080/03601234.2015.975596,https://doi.org/10.1080/03601234.2015.975596,https://scholar.google.com/scholar?q=10.1080/03601234.2015.975596,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1080_03601234.2015.975596.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Endosulfan,Placeholder files - redownload PDFs by DOI/title,10.1371/journal.pone.0077170,https://doi.org/10.1371/journal.pone.0077170,https://scholar.google.com/scholar?q=10.1371/journal.pone.0077170,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan,Endosulfan_10.1371_journal.pone.0077170.pdf,19,0,Endosulfan-metabolizing gene | Non-homologous to esd,Hydrolases,Achromobacter sp. M6 | Achromobacter xylosoxidans Strain C8B | Achromobacter xylosoxidans strain CS5 | Acinetobacter schindleri B7 | Aspergillus tamarii JAS9 | Bordetella petrii I GV 34 | Bordetella petrii II GV 36 | Botryosphaeria laricina JAS6 | +10 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077170&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0077170&type=printable,publisher,cc-by,downloaded_open_access_pdf,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Endosulfan/Endosulfan_10.1371_journal.pone.0077170.pdf
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1007/s00284-019-01637-4,https://doi.org/10.1007/s00284-019-01637-4,https://scholar.google.com/scholar?q=10.1007/s00284-019-01637-4,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1007_s00284-019-01637-4.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1007/s10532-020-09899-7,https://doi.org/10.1007/s10532-020-09899-7,https://scholar.google.com/scholar?q=10.1007/s10532-020-09899-7,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1007_s10532-020-09899-7.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1021/acs.jafc.0c03845,https://doi.org/10.1021/acs.jafc.0c03845,https://scholar.google.com/scholar?q=10.1021/acs.jafc.0c03845,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1021_acs.jafc.0c03845.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.01866-18,https://doi.org/10.1128/AEM.01866-18,https://scholar.google.com/scholar?q=10.1128/AEM.01866-18,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.01866-18.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,bronze,https://aem.asm.org/content/aem/84/24/e01866-18.full.pdf,https://aem.asm.org/content/aem/84/24/e01866-18.full.pdf,publisher,,download_error: HTTP Error 403: Forbidden,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.02060-21,https://doi.org/10.1128/AEM.02060-21,https://scholar.google.com/scholar?q=10.1128/AEM.02060-21,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.02060-21.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/8863044,repository,,no_pdf_url,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.02115-17,https://doi.org/10.1128/AEM.02115-17,https://scholar.google.com/scholar?q=10.1128/AEM.02115-17,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.02115-17.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,bronze,https://aem.asm.org/content/aem/84/2/e02115-17.full.pdf,https://aem.asm.org/content/aem/84/2/e02115-17.full.pdf,publisher,,download_error: HTTP Error 403: Forbidden,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.02970-20,https://doi.org/10.1128/AEM.02970-20,https://scholar.google.com/scholar?q=10.1128/AEM.02970-20,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.02970-20.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/8091019,repository,,no_pdf_url,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.59.7.2121-2125.1993,https://doi.org/10.1128/AEM.59.7.2121-2125.1993,https://scholar.google.com/scholar?q=10.1128/AEM.59.7.2121-2125.1993,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.59.7.2121-2125.1993.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,bronze,https://aem.asm.org/content/aem/59/7/2121.full.pdf,https://aem.asm.org/content/aem/59/7/2121.full.pdf,publisher,,download_error: HTTP Error 403: Forbidden,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/AEM.65.3.1015-1019.1999,https://doi.org/10.1128/AEM.65.3.1015-1019.1999,https://scholar.google.com/scholar?q=10.1128/AEM.65.3.1015-1019.1999,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_AEM.65.3.1015-1019.1999.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,bronze,https://aem.asm.org/content/aem/65/3/1015.full.pdf,https://aem.asm.org/content/aem/65/3/1015.full.pdf,publisher,,download_error: HTTP Error 403: Forbidden,
1,Carbaryl,Placeholder files - redownload PDFs by DOI/title,10.1128/jb.175.20.6711-6716.1993,https://doi.org/10.1128/jb.175.20.6711-6716.1993,https://scholar.google.com/scholar?q=10.1128/jb.175.20.6711-6716.1993,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Carbaryl,Carbaryl_10.1128_jb.175.20.6711-6716.1993.pdf,16,0,"pde | mcbABCDEF, mcbIJKLM, mcbOPQ | mcbA | mcbA, mcbB-F, mcbG | mcbG, mcbH, mcbN | CehA, CehC1, CehC2 | cehG, cehH, cehI, cehR4 | cehA (heterologous display)",Hydrolases | Phosphodiesterase | P450 | Peroxidases,Arthrobacter sp. RC100 | Bacillus licheniformis B-1 | Blastobacter sp. M501 | Pseudomonas aeruginosa | Pseudomonas putida XWY-1 | Pseudomonas sp. C5pp | Pseudomonas sp. XWY-1 | Pseudomonas sp. strains C5pp | +3 more,"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,True,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/206784,repository,,no_pdf_url,
1,Fipronil,Placeholder files - redownload PDFs by DOI/title,10.1007/s13205-017-0820-8,https://doi.org/10.1007/s13205-017-0820-8,https://scholar.google.com/scholar?q=10.1007/s13205-017-0820-8,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fipronil,Fipronil_10.1007_s13205-017-0820-8.pdf,10,0,CYP450-like genes | CYP450 family genes,Peroxidases | Hydrolases | P450 | Dioxygenases | Dehalogenases,Aspergillus glaucus strain AJAG1 | Bacillus firmus | Bacillus sp. FA4 | Enterobacter chengduensis G2.8 | Pseudomonas sp. FIP_A4 | Rhodococcus sp. FIP_B3 | Rhodococcus sp. FIP_B4 | Streptomyces rochei AJAG7 (NR),"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Fipronil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2013.11.043,https://doi.org/10.1016/j.chemosphere.2013.11.043,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2013.11.043,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fipronil,Fipronil_10.1016_j.chemosphere.2013.11.043.pdf,10,0,CYP450-like genes | CYP450 family genes,Peroxidases | Hydrolases | P450 | Dioxygenases | Dehalogenases,Aspergillus glaucus strain AJAG1 | Bacillus firmus | Bacillus sp. FA4 | Enterobacter chengduensis G2.8 | Pseudomonas sp. FIP_A4 | Rhodococcus sp. FIP_B3 | Rhodococcus sp. FIP_B4 | Streptomyces rochei AJAG7 (NR),"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Fipronil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2021.130156,https://doi.org/10.1016/j.chemosphere.2021.130156,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2021.130156,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fipronil,Fipronil_10.1016_j.chemosphere.2021.130156.pdf,10,0,CYP450-like genes | CYP450 family genes,Peroxidases | Hydrolases | P450 | Dioxygenases | Dehalogenases,Aspergillus glaucus strain AJAG1 | Bacillus firmus | Bacillus sp. FA4 | Enterobacter chengduensis G2.8 | Pseudomonas sp. FIP_A4 | Rhodococcus sp. FIP_B3 | Rhodococcus sp. FIP_B4 | Streptomyces rochei AJAG7 (NR),"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Fipronil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.chemosphere.2024.142944,https://doi.org/10.1016/j.chemosphere.2024.142944,https://scholar.google.com/scholar?q=10.1016/j.chemosphere.2024.142944,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fipronil,Fipronil_10.1016_j.chemosphere.2024.142944.pdf,10,0,CYP450-like genes | CYP450 family genes,Peroxidases | Hydrolases | P450 | Dioxygenases | Dehalogenases,Aspergillus glaucus strain AJAG1 | Bacillus firmus | Bacillus sp. FA4 | Enterobacter chengduensis G2.8 | Pseudomonas sp. FIP_A4 | Rhodococcus sp. FIP_B3 | Rhodococcus sp. FIP_B4 | Streptomyces rochei AJAG7 (NR),"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
1,Fipronil,Placeholder files - redownload PDFs by DOI/title,10.1016/j.envpol.2024.125320,https://doi.org/10.1016/j.envpol.2024.125320,https://scholar.google.com/scholar?q=10.1016/j.envpol.2024.125320,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fipronil,Fipronil_10.1016_j.envpol.2024.125320.pdf,10,0,CYP450-like genes | CYP450 family genes,Peroxidases | Hydrolases | P450 | Dioxygenases | Dehalogenases,Aspergillus glaucus strain AJAG1 | Bacillus firmus | Bacillus sp. FA4 | Enterobacter chengduensis G2.8 | Pseudomonas sp. FIP_A4 | Rhodococcus sp. FIP_B3 | Rhodococcus sp. FIP_B4 | Streptomyces rochei AJAG7 (NR),"Redownload real PDFs for DOI/title leads, then rerun readability audit and pathway screening.","Import only if the paper reports a substrate-to-product/intermediate transformation, reaction/enzyme/gene evidence, and organism/source context.",checked,False,closed,,,,,not_attempted,
