pmid,doi,year,title,journal,authors,publication_types,abstract,manual_review_status,database_match_status,matched_database_sections
41873185,10.1111/1744-7917.70270,2026,Molecular basis of polyphagy: The detoxification gene HcGST18 underlies host plant adaptation in the Hyphantria cunea.,Insect science,Yuan L; Li T; Jiang D; Yan S,Journal Article,"A broad host range facilitates the rapid spread of Hyphantria cunea. This study explored the mechanism underlying the multi-host adaptability of H. cunea larvae, focusing on glutathione S-transferase (GST), and developed nucleic acid pesticides targeting key GST genes to disrupt larval adaptability. The results revealed that GST enzyme activity in H. cunea larvae is specifically responsive to host plants. Inhibition of GST enzyme activity significantly reduced larval body weight and food consumption across various host plant groups. qPCR analysis demonstrated differential expression patterns of GST family genes in response to different host plants, with HcGST18 showing the highest expression in moderately and less preferred host plant groups. Silencing HcGST18 significantly reduced larval body weight across all host plant groups and increased cumulative mortality in moderately and less preferred host plant groups. Further validation confirmed that transgenic Drosophila and Sf9 cells overexpressing HcGST18 exhibited significantly reduced sensitivity to the plant secondary metabolites coumarin and cytisine. Additionally, a nucleic acid pesticide targeting HcGST18, CS-dsHcGST18, was developed using the natural nanomaterial chitosan (CS). CS effectively protected dsHcGST18 from degradation by H. cunea larval gut fluid. Treatment with CS-dsHcGST18 significantly reduced weight of H. cunea larvae after feeding on different hosts, but there was no significant change in mortality. In addition, Treatment with CS-dsHcGST18 treatment significantly increased larval sensitivity to plant secondary metabolites (coumarin). In conclusion, HcGST18 is a key detoxification gene mediating the multi-host adaptability of H. cunea.",Needs manual review before database use,NEW_CANDIDATE,
41872340,10.1038/s41598-026-41290-z,2026,Pathophysiology and histological anomalies in testicular tissues of Calosoma olivieri exposed to heavy metals generated by pesticide industries.,Scientific reports,El-Samad LM; Arafat EA; Hussein HK; Kheirallah N; Radwan EH; Meshaal H; Hassan MA,Journal Article,"Recently, there has been a critical demand for continuous investigations into environmental contamination with heavy metals to evaluate their detrimental impacts on different species inhabiting these contaminated areas. Therefore, we used Calosoma olivieri (Coleoptera, Carabidae) in the present study as a bioindicator for investigating pollution with heavy metals generated by pesticide industries in Kafr El-Zayat, Egypt. Toward this end, we probed the pathophysiological, histopathological, and ultrastructure anomalies of C. olivieri testicular tissues from the contaminated area in comparison to the clean site. Evaluation of heavy metal accumulation within testicular tissues was conducted employing energy-dispersive X-ray spectroscopy analysis. Furthermore, various biochemical parameters were measured to evaluate oxidative stress and the detoxification state of C. olivieri. Notably, significant inhibitions in antioxidant and detoxifying enzymes, including superoxide dismutase, catalase, glutathione S-transferase, glutathione peroxidase, reduced glutathione, and glutathione reductase, combined with elevated lipid peroxidation and protein carbonyl content were detected in testicular tissue of C. olivieri obtained from a polluted area due to the accumulation of multiple heavy metals. Additionally, severe structural aberrations were observed in the testicular tissues of C. olivieri obtained from the contaminated site compared to the control, including mitochondrial and nuclear destruction and deformed spermatogenic elements, along with obvious signs of tissue necrosis. Collectively, these results evinced impairment of male testicular tissues in beetles from the polluted location, which could serve as a reliable indicator of heavy-metal pollution in industrial areas.",Needs manual review before database use,NEW_CANDIDATE,
41865462,10.1016/j.chemosphere.2026.144905,2026,"Recycling waste, recycling risk: cypermethrin-contaminated poultry litter triggers sublethal toxicity in Folsomia candida at realistic environmental concentrations.",Chemosphere,Vannuci-Silva M; Gomes CCS; Sousa-Lima LV; Sales Junior SF; Silva EO; Maia MF; Lucena F; Torres JPM,Journal Article,"This study for the first time investigated the effects of poultry litter containing cypermethrin (740 μg kg-1 d.w.) and metals on Folsomia candida, assessing lethality, behavior, reproduction, and oxidative stress biomarkers, which were combined into an Integrated Biomarker Response (IBR) assessment. The sublethal effects covered application rates equivalent to those reported for different cropping systems (2.0-25.0 t ha-1). Compared to control soil, poultry litter showed elevated concentrations in mg kg-1 of Cu (27.5), Zn (36.6), Mn (37.7), and Cr (0.93). The median lethal concentrations (LC50) were 10.82% at 7 days and decreased to 3.59% at 14 days. Significant avoidance and reproductive effects were detected at poultry litter concentrations of 0.5% (10 t ha-1) and 0.1% (2 t ha-1), respectively. The corresponding median effective concentrations (EC50) were 1.38% for avoidance and 0.188% for reproduction. Antioxidant biomarkers, superoxide dismutase (SOD), catalase (CAT), glutathione S-transferase (GST), reduced glutathione (GSH), and metallothionein (MT), together with oxidative damage indicators, malondialdehyde (MDA) and protein carbonyls (CARB), revealed a response pattern: at intermediate concentrations (0.75-1.0%), an increase in enzyme activities and antioxidant defenses levels was observed; however, at 0.75% and 1.25%, oxidative damage occurred. Principal Component Analysis and correlation analyses indicate that higher litter concentrations impair antioxidant defenses, increase oxidative damage, and trigger compensatory detoxification in F. candida, while the IBR revealed progressive changes in the antioxidant system in response to increasing poultry litter concentrations. Notably, to the best of our knowledge, this study provides the first evidence of pyrethroid occurrence in poultry litter, revealing a previously unrecognized contamination pathway and underscoring potential risks to soil ecosystems.",Needs manual review before database use,NEW_CANDIDATE,
41864247,10.1016/j.ibmb.2026.104538,2026,"Novel mutations and gene duplication detected in diamide-resistant field populations of rice leaf folder, Cnaphalocrocis medinalis.",Insect biochemistry and molecular biology,Subhagan SR; Pathrose B; Nair S; Chellappan M; Dharaneedharan D,Journal Article,"The widespread emergence of resistance to diamide insecticides poses a significant threat to sustainable pest management. Rice, being one of the most important global staple crops, the emergence of insecticide resistance in key pests, poses a serious threat to food security and sustainable crop protection. This study investigates the mechanisms underlying resistance to chlorantraniliprole and flubendiamide in Cnaphalocrocis medinalis field populations. Bioassays revealed moderate to high levels of resistance for chlorantraniliprole (RR 71.75- to 1089.63-fold) and flubendiamide (RR 67.91- to 1572.64-fold). Synergism and biochemical assays indicated limited involvement of metabolic detoxification enzymes (Cyt, CarE, GST) in most resistant populations. Molecular characterization of the RyR gene identified multiple target-site mutations, including the novel I4712N substitution and a premature stop codon (Y4692∗), as well as indications of gene duplication events. Notably, this study reports, for the first time, the field-evolved resistance to flubendiamide in C. medinalis globally. Our findings underscore the predominance of target-site-mediated resistance and highlight the need for functional validation of identified mutations. Continued monitoring, combined with molecular and genomic approaches, is crucial for guiding effective insecticide resistance management strategies in rice ecosystems.",Needs manual review before database use,NEW_CANDIDATE,
41862985,10.1186/s13071-026-07360-x,2026,Knockout of aminopeptidase N3 confers resistance to low concentrations of Bacillus thuringiensis Cry4Ba protoxin in Aedes aegypti.,Parasites & vectors,Yang X; Huang W; Wei J; Xu X; Champer J; Zhang L; Wang J,Journal Article,"BACKGROUND: Bacillus thuringiensis is widely employed for biological control. It can effectively suppress populations of various mosquito species, including Aedes aegypti. However, the precise mechanism underlying the action of Cry protein produced by Bacillus thuringiensis on Ae. aegypti remains elusive. On the basis of our previous research findings, five Aedes aminopeptidase N proteins (AeAPNs) were identified from the brush border membrane vesicles (BBMV) of Ae. aegypti that could bind to Cry4Ba or Cry11Aa. Further analysis confirmed that AeAPN1 and AeAPN2 are not functional receptors for these proteins. In this study, we investigated an additional aminopeptidase N (AeAPN3, AAEL012774) as a potential binding receptor for Cry proteins. METHODS: Comprehensive bioinformatics analysis involving whole-genome screening, genetic mapping, structural characterization, phylogenetic analysis, and spatiotemporal expression profiling were used to identify Ae. aegypti aminopeptidase N homologs. Ligand blotting and enzyme-linked immunosorbent assay (ELISA) were used to measure binding affinity to Cry4Ba. To elucidate its functional role as a potential receptor mediating Cry4Ba activity in Ae. aegypti midgut cells, AeAPN3 was knocked out with CRISPR/Cas9 technology. RESULTS: A total of 29 homologs of Ae. aegypti aminopeptidase N were identified in this study. Then, we expressed GST-APN3 fusion protein in E. coli and found that it had high-affinity binding to Cry4Ba protein (Kd = 20.53 nM). Mosquito larvae had approximately threefold higher resistance against Cry4Ba after AeAPN3 knockout, indicating its significant involvement as an active receptor mediating Cry4Ba activity. CONCLUSIONS: Overall, this study provides a foundation for elucidating the specific larvicidal mechanisms of Bacillus thuringiensis (Bt) against mosquito populations.",Needs manual review before database use,NEW_CANDIDATE,
41832874,10.1016/j.ecoenv.2026.120002,2026,Glycine alleviates the intestinal epithelial barrier damage induced by imidacloprid via promoting metabolic detoxification.,Ecotoxicology and environmental safety,Cheng W; Wang Y; Li Y; Zhao G,Journal Article,"Imidacloprid, a neonicotinoid pesticide that was reported to induce intestinal damage at low doses, necessitating effective intervention strategies. As a common component in food, glycine (GLY) has the capacity to alleviate intestinal damage. However, whether it can relieve the damage caused by imidacloprid leave to be clarified. This study investigated the protective effects of GLY (2% and 5%) against imidacloprid induced (0.06 mg/kg bw/day) intestinal injury in male Wistar rats. GLY supplementation attenuated intestinal permeability and enhanced the expression of tight junction proteins. Further, the pregnane X receptor-myosin light chain 2 signaling pathway that mediating imidacloprid-induced intestinal toxicity was also found repaired. GLY intervention increased the enzyme activities of cytochrome P450 3A4 and glutathione-S-transferase, which were responding for phase I and phase Ⅱ imidacloprid metabolism. Meanwhile, reduced levels of imidacloprid and its phase I metabolites, as well as increased phase Ⅱ detoxifying glutathione conjugates, both suggesting the protective role of GLY intervention through enhancing imidacloprid detoxification metabolism. Importantly, the amino acid signaling pathway related fecal metabolic profiles and microbiota composition in imidacloprid treated rats were also modulated and improved by GLY. Totally, our findings demonstrated the protective effect of GLY on intestinal damage caused by imidacloprid exposure, which provided ideas for preventing and controlling the toxicity of food contaminants.",Needs manual review before database use,NEW_CANDIDATE,
41831905,10.1016/j.pestbp.2026.107037,2026,"Thiamethoxam resistance evolution, fitness cost, and transcriptome-based functional insights in the whitefly Bemisia tabaci.",Pesticide biochemistry and physiology,Yang J; Tan Q; Wei X; Liang J; Fu B; Yin C; Zhang Y; Yang X,Journal Article,"The evolution of insecticide resistance in Bemisia tabaci poses a serious threat to the sustainable control of this globally important pest. In this study, a thiamethoxam-resistant strain (TMX-G15) was established through 15 consecutive generations of laboratory selection, resulting in a 32.46-fold increase in LC₅₀ compared with the susceptible strain (TMX-G0). Realized heritability analysis indicated that thiamethoxam resistance can evolve rapidly under continuous selection pressure, particularly at higher mortality levels. Comparative life-history and age-stage, two-sex life table analyses revealed pronounced fitness costs associated with resistance, including prolonged preadult development, reduced adult longevity, shortened oviposition period, and decreased fecundity, leading to significantly lower intrinsic and net reproductive rates in TMX-G15. Cross-resistance assays showed that the resistant strain exhibited moderate to high resistance to several neonicotinoids, especially clothianidin, but remained largely susceptible to non‑neonicotinoid insecticides. Transcriptome profiling identified 2450 differentially expressed genes between TMX-G15 and TMX-G0, with enrichment in detoxification- and metabolism-related pathways. qRT-PCR validation confirmed the significant overexpression of multiple detoxification genes, including cytochrome P450s, glutathione S-transferase, and UDP-glycosyltransferases. RNA interference further demonstrated that knockdown of CYP4G15, the most strongly induced detoxification gene, significantly increased susceptibility of TMX-G15 adults to thiamethoxam and clothianidin, while no resistance-associated mutations were detected in nicotinic acetylcholine receptor subunits. Collectively, these results indicate that thiamethoxam resistance in B. tabaci is primarily mediated by enhanced metabolic detoxification and is accompanied by substantial fitness costs, providing important implications for resistance monitoring and the design of insecticide rotation strategies to delay resistance evolution.",Needs manual review before database use,NEW_CANDIDATE,
41831887,10.1016/j.pestbp.2026.107019,2026,"Laboratory selection reveals flubendiamide resistance, fitness costs, and detoxification-related mechanisms in Spodoptera frugiperda: Insights for insecticide resistance management.",Pesticide biochemistry and physiology,Wang X; Song P; An B; Smagghe G; Han S; Feng S; Qin Q; Wang D,Journal Article,"Flubendiamide, a diamide insecticide, is widely used for controlling the fall armyworm (FAW), Spodoptera frugiperda (J.E. Smith) (Lepidoptera: Noctuidae). This study evaluated the resistance risk, associated fitness costs, and underlying metabolic mechanisms of flubendiamide resistance in FAW. After 20 generations of laboratory selection, FAW developed a 22-fold increase in resistance, with a realized heritability (h2) of 0.099. Compared with the unselected strain (UN-SEL, F0), the flubendiamide-selected populations (Flu-SEL, F10 and F20) exhibited significantly prolonged larval (1st-6th instars) and pupal developmental times, extended total pre-oviposition period (TPOP) and mean generation time (T), and reduced pupal weight, fecundity, and egg hatchability. Biochemical assays revealed elevated activities of cytochrome P450 monooxygenases (P450), carboxylesterases (CarE), and glutathione S-transferases (GST) in the Flu-SEL populations. Synergist assays further indicated that the P450 inhibitor piperonyl butoxide (PBO) significantly enhanced flubendiamide toxicity in the Flu-SEL (F20) population. Transcriptome analysis identified 3292 differentially expressed genes (DEGs) between Flu-SEL (F10/F20) and UN-SEL (F0) populations, including multiple detoxification-related genes. These findings provide new insights into the molecular basis of flubendiamide resistance in FAW and offer critical information for the development of more effective insecticide resistance management strategies.",Needs manual review before database use,NEW_CANDIDATE,
41831868,10.1016/j.pestbp.2026.107000,2026,Discovery of juglone derivatives as potential nematicides by exacerbating oxidative damage.,Pesticide biochemistry and physiology,Guo X; Zhao R; Wang J; Li Y; Gan X,Journal Article,"Plant-parasitic nematodes impose a severe risk to crops, affecting their yield and quality. To discover new nematicides, a series of natural juglone derivatives containing amide fragments, sulfonyl or ester groups were designed and synthesized with the activity-oriented strategy. Bioassays showed that most compounds exhibit good nematicidal activity against Bursaphelenchus xylophilus, Aphelenchoides besseyi, and Ditylenchus destructor. Especially, compound 4r exhibited outstanding nematicidal activity against B. xylophilus with an LC50 value of 9.4 ± 0.3 μg/mL at 48 h, outperforming juglone (LC50 = 15.7 ± 0.3 μg/mL) and fosthiazate (LC50 > 400 μg/mL). The preliminary results of the mechanism study revealed that compound 4r can not only disrupt structure but also affect the behavior, feeding, reproduction, and eggs hatching of B. xylophilus. Especially, compound 4r can promote the production of reactive oxygen species and lipofuscin and lipids within nematodes, leading to elevated malondialdehyde levels and reduced activity of antioxidant enzymes like superoxide dismutase, glutathione-S-transferase, and catalase, thereby exacerbating oxidative damage in nematodes. These findings indicate that natural juglone skeleton is a valuable template for discovering new nematicides, with compound 4r being a promising nematicides candidate.",Needs manual review before database use,NEW_CANDIDATE,
41831858,10.1016/j.pestbp.2026.106981,2026,Functional characterization of two delta-class glutathione S-transferases genes in detoxifying acaricides in Sarcoptes scabiei.,Pesticide biochemistry and physiology,Wang H; Lei B; Bao X; Gu X; Xia J; Huang Y; Tang H; Shi F,Journal Article,"Scabies (or Sarcoptic mange) is a highly contagious skin disease caused by the ectoparasite Sarcoptes scabiei. The resistance of S. scabiei to common acaricides like permethrin has been reported, yet their precise mechanisms remain elusive. Glutathione S-Transferase (GSTs) constitute an important class of detoxification enzymes. In this study, we found that the expression levels of SsGSTd3 and SsGSTd5 in S. scabiei were significantly up-regulated after exposure to LC30 of permethrin, amitraz, and selamectin, suggesting that SsGSTd3 and SsGSTd5 are involved in the detoxification of these acaricides. Therefore, we used in vitro metabolic assay and bacterial survival assays to further investigate their specific detoxification mechanisms. Co-incubation with the acaricides reduced the 1-Chloro-2,4-dinitrobenzene (CDNB) activities of both recombinant proteins to varying degrees. HPLC analysis revealed that SsGSTd3 and SsGSTd5 metabolized 35.24% and 53.28% of permethrin, respectively, but did not metabolize amitraz. SsGSTd3 metabolized a small fraction of selamectin (3.25%). In addition, bacterial survival assays demonstrated that under oxidative stress induced by CHP and H2O2, the OD600 values of E. coli overexpressing SsGSTd3 or SsGSTd5 were significantly higher than those of control group, indicating robust antioxidant activity for both proteins. In conclusion, our findings demonstrate that SsGSTd3 and SsGSTd5 facilitate permethrin detoxification via a dual mechanism-metabolic and alleviation of oxidative stress, and may represent an early warning sign of decreased susceptibility to amitraz and selamectin through their antioxidant functions.",Needs manual review before database use,NEW_CANDIDATE,
41797150,10.1016/j.aquatox.2026.107777,2026,Oxidative stress induction of mixtures of commercial pesticide formulations with a copper hydroxide nanopesticide in Daphnia magna is mediated by copper speciation.,"Aquatic toxicology (Amsterdam, Netherlands)",Nelles J; Fortes P; Rother A; Fischer J; Filser J,Journal Article,"Current application levels of organic and nanoparticle-based pesticide formulations expose aquatic non-target organisms to complicated mixtures. Acute toxicity tests revealed unpredictable mixture effects of a copper hydroxide particle-based nanopesticide with commercial fungicide, herbicide and insecticide formulations, mediated by speciation of copper nanoparticles. Induction of oxidative stress is one of the suspected mechanisms of action of copper-based nanoparticles. As the first study to assess oxidative stress responses of antioxidant enzymes in daphnids after short-term exposure to mixtures of the copper hydroxide-based nanopesticide Funguran progress (FP) with either acetamiprid (ACE), glyphosate (GLY) or prochloraz (PRO) formulations, this study employed an exploratory design by pooling 20 daphnids from four biological replicates to provide sufficient biomass. Results revealed preliminary trends in mixture interactions. All single formulations showed signs of altered oxidative stress responses. PRO and FP likely induced glutathione S-transferase (GST) and catalase (CAT) activity, GLY additionally indicated GST activity reduction. For ACE, an increase of GST and CAT activity was suggested. In mixtures, expectations differed from single formulation test results. No additive or synergistic effects were observed. Mixture effects were likely mediated by copper speciation. In FP and PRO, stabilization and low dissolution of copper nanoparticles into copper ions may have induced GST and CAT. For FP with GLY and ACE, increased dissolution into copper ions at lower concentrations likely caused GST and CAT inhibition. Alterations of oxidative stress responses caused by the mixtures occurred after short-term exposures at sublethal and environmentally relevant concentrations and may affect D. magna populations in the environment.",Needs manual review before database use,NEW_CANDIDATE,
41786339,10.1002/ps.70673,2026,"Demographic, physiological, and transcriptomic responses of Fopius arisanus to sublethal beta-cypermethrin and thiamethoxam.",Pest management science,Lin J; Ding W; Liang Y; Yue G; Chen J; Song Y; Li Y; Ji Q,Journal Article,"BACKGROUND: Beta-cypermethrin (BC) and thiamethoxam (TH) are widely applied insecticides in cover spray programs targeting tephritid pests, yet their sublethal effects on Fopius arisanus, a major fruit fly parasitoid, remain largely unexplored. Therefore, we evaluated the impacts of BC and TH on the demographics, detoxifying enzymes, nutrients, and transcriptome of F. arisanus. RESULTS: Our results demonstrated that both insecticides exerted profound adverse impacts on the fecundity, longevity, and oviposition period of F. arisanus adults. In the F1 generation, exposure to LC30 BC and TH significantly prolonged preadult duration, impaired preadult survival, and decreased fecundity, lifespan, APOP, R0, λ, and r. Nutritional analyses revealed a time-dependent depletion across all treatments, with all nutrients significantly diminished at 5 days post-exposure compared with the control. Concurrently, glutathione S-transferase (GST) and cytochrome P450 O-deethylation activities were markedly elevated under LC30 treatment relative to the control throughout 1-3 days post-exposure. Carboxylesterase (CarE) activity was significantly increased following LC30 BC exposure across all observation periods. In addition, lipid and carbohydrate levels were negatively correlated with CarE and GST activities at specific time points, indicating that the maintenance of detoxification occurred at the expense of nutrients. Regarding the transcriptome, 562 and 190 DEGs were identified in the BC versus control and TH versus control comparisons, respectively, with KEGG enrichment highlighting shared pathways in xenobiotic metabolism, including P450 and other enzymes. CONCLUSION: These results demonstrate that sublethal BC and TH compromises the fitness and ecological function of F. arisanus, underscoring the need for environmentally compatible pest management strategies. © 2026 Society of Chemical Industry.",Needs manual review before database use,NEW_CANDIDATE,
41771756,10.1002/ps.70672,2026,Target-site and non-target-site mechanisms confer multiple herbicide resistance in waterhemp (Amaranthus tuberculatus) accessions from Wisconsin.,Pest management science,Faleco FA; Werle IS; Lopez AJ; Raiyemo DA; Tranel PJ; Colquhoun JB; Renz MJ; Stoltenberg DE,Journal Article,"BACKGROUND: A preliminary screening identified a multiple herbicide-resistant waterhemp, Amaranthus tuberculatus (Moq.) Sauer, accession (A101) exhibiting resistance to 2,4-D and atrazine despite no prior exposure to these herbicides. Therefore, our objective was to characterize resistance to 2,4-D, atrazine, glyphosate, fomesafen, and mesotrione in A101, along with two additional multiple herbicide-resistant accessions (A75 and A103). RESULTS: A101 exhibited low to medium levels of resistance to all five herbicides evaluated (ranging from 1.8-fold for mesotrione to 8.5-fold for fomesafen). Both A75 and A103 also had multiple resistance to glyphosate and atrazine, with A75 and A103 additionally resistant to 2,4-D and fomesafen, respectively. Amplification of EPSPS and the P106S substitution accounted for some of the glyphosate resistance, and some of the fomesafen resistance was explained by the G210 deletion in the target enzyme. Moreover, the use of cytochrome P450 monooxygenases (P450s) and glutathione S-transferases (GSTs) inhibitors indicated that non-target-site resistance (NTSR) mechanisms also contribute to at least some of the resistance traits. CONCLUSION: Metabolic resistance to 2,4-D and atrazine suggests that the use of other herbicides may have contributed to the selection of enhanced P450s and GSTs activity in A101 accession. To our knowledge, this is the first report of P450s associated with atrazine resistance in A. tuberculatus globally. A101 is the first confirmed case of A. tuberculatus resistance to hydroxyphenyl pyruvate dioxygenase inhibitors in Wisconsin, exhibiting a low-level resistance likely associated with P450s and GSTs activity. Our results suggest the coexistence of target-site resistance and NTSR mechanisms associated with glyphosate resistance in A101. © 2026 The Author(s). Pest Management Science published by John Wiley & Sons Ltd on behalf of Society of Chemical Industry.",Needs manual review before database use,NEW_CANDIDATE,
41769774,10.1093/jee/toag041,2026,"Characterization of abamectin resistance in Grapholita molesta (Lepidoptera: Tortricidae): cross-resistance, inheritance, fitness costs, and biochemical mechanisms.",Journal of economic entomology,Ignatus AD; Su S; Xu Z; Zhou Y; Suo J; Wang X; Qiu C; Piñero JC,Journal Article,"The oriental fruit moth, Grapholita molesta (Busck) (Lepidoptera: Tortricidae), is a globally significant pest of fruit crops. Its management has long relied on abamectin, yet resistance evolution threatens its effectiveness. In this study, a laboratory relative susceptible strain (AM-S) was subjected to 19 consecutive generations of selection with abamectin, resulting in a resistant strain (AM-R) showing a 132.5-fold increase in LD50. The AM-R strain displayed significant cross-resistance to emamectin benzoate (43.8-fold), imidacloprid (16.5-fold), but little to no cross-resistance to lambda-cyhalothrin, bifenthrin, thiamethoxam, or chlorpyrifos. Genetic analyses indicated that abamectin resistance was autosomal, incompletely dominant (D = 0.11-0.30), and polygenic, as shown by significant deviations from monogenic inheritance in backcross tests. Resistance incurred substantial fitness costs, including extended larval and pupal durations, reduced larval and pupal weights (by 20-25%), lower fecundity (1.45-fold fewer eggs), and shortened adult longevity. Synergism assays revealed that piperonyl butoxide (SR = 2.87) and diethyl maleate (SR = 2.23) significantly enhanced abamectin toxicity, and biochemical assays showed 3.65-fold higher cytochrome P450 and 2.75-fold higher glutathione S-transferase activities in the resistant strain, implicating metabolic detoxification as the major mechanism. These results demonstrate that abamectin resistance in G. molesta evolves rapidly under continuous exposure, is polyfactorial and metabolically mediated, and imposes measurable biological trade-offs. Together, these insights clarify how physiological trade-offs and metabolic adaptation shape abamectin resistance in G. molesta, informing longer-term strategies for more sustainable pest management systems.",Needs manual review before database use,NEW_CANDIDATE,
41764334,10.1038/s41598-026-41086-1,2026,"Green synthesis and characterization of Annona squamosa seed chemical constituents derived silver nanoparticles against Tuta absoluta (Meyrick, 1917) larvae, non-target effect, and confirmed through molecular docking.",Scientific reports,Swathy K; Vivekanandhan P; Siripan T; Sarayut P; Supamit M; Han P; Krutmuang P,Journal Article,"The tomato leaf miner, Tuta absoluta, is a devastating pest that causes severe yield losses in tomato cultivation, threatening food security (SDG 2: Zero Hunger). Reliance on chemical insecticides has led to resistance development and environmental concerns, highlighting the need for sustainable pest management strategies that promote responsible consumption and production (SDG 12). In this context, the present study focused on the green synthesis of silver nanoparticles (AgNPs) using hexane extracts of Annona squamosa seeds and evaluated their potential as an eco-friendly insecticidal agent. The synthesized AgNPs were characterized physiochemically and structurally using UV–Vis spectroscopy, FTIR, XRD, EDX, and SEM analyses. The UV–Vis spectrum confirmed nanoparticle formation; FTIR analysis identified functional groups responsible for reduction and stabilization; XRD revealed the crystalline nature; and SEM/EDX showed spherical morphology with elemental silver signals. Insecticidal bioassays against T. absoluta demonstrated significant larval mortality of up to 96.66% within 48 h at 90 ppm. Biochemical assays revealed alterations in detoxification enzymes, with catalase (CAT) and glutathione S-transferase (GST) showing enhanced activity after 24 h of exposure, suggesting oxidative stress induction and enzyme modulation. Safety evaluation on the non-target organism Eudrilus eugeniae revealed low toxicity of 8.33% after  24 h when treated with nanoparticles synthesized from the hexane extract, highlighting environmental safety and supporting life on land and biodiversity conservation (SDG 15). Furthermore, molecular docking studies indicated strong binding affinities of bioactive phytochemicals from A. squamosa with key insect enzyme targets, such as acetylcholinesterase (AChE), supporting their role in nanoparticle-mediated toxicity. This study demonstrates the insecticidal efficacy and mode of action of A. squamosa-derived AgNPs. The findings support their potential as safe, sustainable nano-pesticides for managing T. absoluta, contributing to sustainable agriculture (SDG 2), promoting innovative, eco-friendly technologies (SDG 9), and fostering environmental sustainability (SDG 12, 15).",Needs manual review before database use,NEW_CANDIDATE,
41762984,10.1016/j.ecoenv.2026.119919,2026,Aged polyethylene microplastics modulate herbicide and antibiotic bioavailability and plant responses: A case study with glyphosate and tetracycline.,Ecotoxicology and environmental safety,Lisiecka N; Wyrwicka-Drewniak A; Bernat P; Parus A; Roccaro P; Cajthaml T; Chrzanowski Ł,Journal Article,"Microplastics (MPs), increasingly prevalent in agricultural soils, represent an overlooked factor influencing the environmental behavior of xenobiotics and their phytotoxic effects. The present work examines interactions between aged polyethylene microplastics (MP PE), herbicide, and antibiotic under controlled hydroponic conditions using Brassica napus L. as a model plant. It highlights how MP PE influence the bioavailability and toxicity of tetracycline, a glyphosate-based ionic liquid with a surfactant cation, and humic acids. Despite the absence of tissue penetration, MP PE adhered to roots and triggered measurable stress responses, including ∼30 % reductions in chlorophylls and > 20 % decreases in carotenoids, along with shifts in antioxidant enzyme activities - catalase (CAT) reduced by 40 %, ascorbate peroxidase (APx) by 70 %, while peroxidase (POx) increased by 20 %. Co-exposure with herbicide or antibiotic intensified these adverse effects. MP PE demonstrated compound-specific sorption capacity, reducing freely dissolved tetracycline and surfactant cation concentrations by ∼20 %, whereas the glyphosate anion showed marginal affinity. MP PE alone did not significantly alter parameters such as proline content or glutathione S-transferase (GST) activity. While individual xenobiotics exhibited clear toxicity, partial mitigation occurred when sorbed onto MP PE, indicating bioavailability-dependent effects. However, this attenuation was not consistent across endpoints, emphasizing the dual role of MPs as environmental stressors and modulators. Integrating sorption data with physiological and biochemical responses, the results provide evidence that aged microplastics reshape plant exposure to agrochemicals. These findings underscore the need to include MPs in risk assessments to accurately evaluate contaminant behavior and crop health in MP-impacted agroecosystems.",Needs manual review before database use,NEW_CANDIDATE,
41762912,10.1016/j.tice.2026.103412,2026,"Azoxystrobin induces progressive testicular damage in dose-dependent manners via disrupting androgen receptor and TGF-β signaling pathway: A biochemical, histological, and hormonal evidence.",Tissue & cell,Alnafesah GM; Alissa M; Binshaya AS; Juraybi TN; Alshammari MS; Altarjami LR; Abalkhail A; Alghamdi SA,Journal Article,"Azoxystrobin (AZO) is a broad-spectrum fungicide that has been reported to induce severe organ toxicity in non-target organisms. The current research project explored the dose-response toxic effects of AZO on testicular tissues. Forty-eight male Sprague Dawley rats were divided into control, AZO (125 mg/kg), AZO (250 mg/kg), and AZO (500 mg/kg) treated group. AZO intoxication at all the tested doses upregulated the gene expression of TGF-β1, SMAD2, CYP19A1, FKBP5, SMAD3, COL1A1 and TGFBR1 while suppressing the expression of 3β-HSD, AR, SRD5A1, StAR, 17β-HSD, and KLK3. The levels of ROS and MDA were promoted coupled with significant reduction in the activities of HO-1, CAT, GPx, GSR, GST, and SOD after AZO administration. Besides, AZO exposure adversely altered sperm count, viability, and morphology at all the administered doses. Similarly, the levels of LH, FSH, and testosterone were suppressed following the administration of AZO. Testicular tissues showed severe pro-inflammatory response as indicated by high levels of NF-κB, TNF-α, IL-6, IL-1β, and COX-2 in response to AZO exposure. Histopathological analysis showed testicular disruptions including reduced diameter of seminiferous tubules, degeneration of Leydig cells, thinning of germinal epithelium, vascular congestion, and necrosis in dose-dependent manners of AZO exposure. Our biochemical and histological findings are further supported by computation analysis which revealed that AZO have strong affinity to bind with key regulatory genes thereby influencing their expressions.",Needs manual review before database use,NEW_CANDIDATE,
