pesticide,evidence_source,pdf_file,probable_title,doi,year,microorganism,evidence_type,gene,enzyme_or_protein,substrate,products_or_metabolites,experimental_method,database_use_recommendation,curator_notes,curation_folder
Thiamethoxam,PDF automated candidate; manual validation required,"Metabolic mechanism, responses, and functions of genes HDH1, HDH3, and GST1 of tea (Camellia sinensis L.) to the insecticide thiamethoxam..pdf",Contents lists available at ScienceDirect,10.1002/ps.7534; 10.1007/s00299-017-2159-3,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Microbial degradation mechanism and pathway of the insecticide thiamethoxam by isolated Bacillus Cereus from activated sludge..pdf,Environmental Research 246 (2024) 117929,10.1002/ps.5168; 10.1007/s00253-012,2024,European Union. S1 can; Pseudoxanthomonas indica CGMCC 6648; S1; S1 as Bacillus cereus; S1 based on the; S1 did not exhibit,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Microbial Technologies Employed for Biodegradation of Neonicotinoids in the Agroecosystem..pdf,published: 02 December 2021,10.1002/bit.25136; 10.1002/clen.201200563,2021,AAP-1 from to investigate; AAP-1 isolated from soil; AAP-1. that actively participate; D-2 Grow in laboratory; D-2 by using of; D-2 uses a novel,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Modeling photodegradation kinetics of three systemic neonicotinoids-dinotefuran, imidacloprid, and thiamethoxam-in aqueous and soil environment..pdf","Environmental Toxicology and Chemistry, Vol. 35, No. 7, pp. 1718–1726, 2016",10.1002/etc.3335,2017,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Monitoring residue levels and dietary risk assessment of thiamethoxam and its metabolite clothianidin for Chinese consumption of Chinese kale..pdf,Received: 24 January 2021 Revised: 13 May 2021 Accepted article published: 18 June 2021 Published online in Wiley Online Library: 28 June 2021,10.1002/jsfa.11371,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Monitoring residue levels and dietary risk assessment of thiamethoxam and its metabolite clothianidin for Chinese consumption of Chinese kale.pdf,Received: 24 January 2021 Revised: 13 May 2021 Accepted article published: 18 June 2021 Published online in Wiley Online Library: 28 June 2021,10.1002/jsfa.11371,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Montmorillonite-supported nanoscale zero-valent iron for thiamethoxam removal response surface optimization and degradation pathway..pdf,Environmental Science and Pollution Research (2021) 28:23113–23122,10.1007/s10158-006-0040-0; 10.1007/s10967-013-2779-1,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"MoS2 coupled with ball milling co-modified sludge biochar to efficiently activate peroxymonosulfate for neonicotinoids degradation Dominant roles of SO4•-, 1O2 and surface-bound radicals.pdf",Environmental Research 263 (2024) 119983,10.1016/j; 10.1016/j.apcatb.2020.119361,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Nano Structured Ni and Ru Impregnated TiO₂ Photocatalysts Synthesis, Characterization and Photocatalytic Degradation of Neonicotinoid Insecticides.pdf",Nanoscience and Nanotechnology,10.1166/jnn.2019.15880,2019,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Neonicotinoids thiamethoxam and clothianidin adversely affect the colonisation of invertebrate populations in aquatic microcosms..pdf,Environmental Science and Pollution Research (2018) 25:9593–9599,10.1002/aqc.748; 10.1007/s00128-011-0515-5,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Nicotine degradation by two novel bacterial isolates of Acinetobacter sp. TW and Sphingomonas sp. TY and their responses in the presence of neonicotinoid insecticides.pdf,World J Microbiol Biotechnol (2011) 27:1633–1640,10.1007/s11274-010-0617-y,2011,BD5 and Acinetobacter sp; DAPP-PG 224 and Sphingomonas; Fig. 1 Phylogenetic analysis; Fig. 2 Effects of; HF-1; HF-1 worked well when,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Non-Metal Doped Titania Photocatalysts for the Degradation of Neonicotinoid Insecticides Under Visible Light Irradiation.pdf,Nanoscience and Nanotechnology,10.1166/jnn.2018.14643,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Persistence, metabolism and safety evaluation of thiamethoxam in tomato crop..pdf",Received: 9 September 2008 Revised: 27 January 2009 Accepted: 5 February 2009 Published online in Wiley Interscience: 20 May 2009,10.1002/ps.1776,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Pest Management Science - 2015 - Hilton - The degradation rate of thiamethoxam in European field studies.pdf,Received: 12 September 2014 Revised: 10 March 2015 Accepted article published: 17 April 2015 Published online in Wiley Online Library: 19 May 2015,10.1002/ps.4024,2025,TMX-23. Appl Microbiol Biotechnol,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Pesticide Use and Degradation Strategies Food Safety, Challenges and Perspectives..pdf","Pesticide Use and Degradation Strategies: Food Safety,",10.2861/28995; 10.3390/foods12142709,2023,Aspergillus Niger MCP1; B-14 and its use; Cladosporium cladosporioides Hu-01. PLoS; Is-6. J. Environ. Sci,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,pH-sensitive thiamethoxam nanoparticles based on bimodal mesoporous silica for improving insecticidal efficiency..pdf,pH-sensitive thiamethoxam,10.1002/adma.201602111; 10.1002/anie.201002639,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Photo-degradation dynamics of five neonicotinoids Bamboo vinegar as a synergistic agent for improved functional duration..pdf,Photo-degradation dynamics of five,10.1002/etc.3335; 10.1016/j.chemosphere.2009.12.029,2019,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Photocatalytic degradation of a widely used insecticide Thiamethoxam in aqueous suspension of TiO2 adsorption, kinetics, product analysis and toxicity assessment..pdf",Science of the Total Environment 458–460 (2013) 388–398,10.1016/j.scitotenv.2013.04.041; 10.1155/2012,2013,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Photocatalytic degradation of four insecticides and their main generated transformation products in soil and pepper crop irrigated with reclaimed agro-wastewater under natural sunlight..pdf,Contents lists available at ScienceDirect,10.1002/jsfa.3728; 10.1007/s00128-008-9420-y,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Photocatalytic degradation with immobilised TiO(2) of three selected neonicotinoid insecticides imidacloprid, thiamethoxam and clothianidin..pdf",Contents lists available at SciVerse ScienceDirect,10.1016/j.chemosphere.2012.04.039,2012,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Photodegradation of clothianidin and thiamethoxam in agricultural soils.pdf,Environmental Science and Pollution Research,10.1007/s11356-018-3121-9,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Photodegradation of neonicotinoid insecticides in water by semiconductor oxides.pdf,Environ Sci Pollut Res,10.1007/s11356-015-4721-2,2015,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Photolytic degradation of the insecticide thiamethoxam in aqueous medium monitored by direct infusion electrospray ionization mass spectrometry..pdf,J. Mass Spectrom. 2007; 42: 1319–1325,10.1002/jms; 10.1002/jms.1204,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Protective effect of vitamin C against thiamethoxam-induced toxicity in male rats..pdf,ISSN: 2226-4485 (Print)  Original Research,10.5455/OVJ.2023.v13.i10.13,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Reduced bacterial network complexity in agricultural soils after application of the neonicotinoid insecticide thiamethoxam..pdf,Environmental Pollution 274 (2021) 116540,10.1016/j.envpol.2021.116540,2021,Sphingo,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Removal of chlorpyrifos, thiamethoxam, and tebuconazole from water using green synthesized metal hexacyanoferrate nanoparticles.pdf",Environmental Science and Pollution Research,10.1002/jms.315; 10.1007/s00339-016-9777-4,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,RNA m6A Methylation Suppresses Insect Juvenile Hormone Degradation to Minimize Fitness Costs in Response to A Pathogenic Attack.pdf,www.advancedscience.com,10.1002/advs.202307650,2025,HD-73; adapt to adverse environmental; after knockdown of PxMettl3; also Scienti; and 74.0; and in the Cry1Ac-treated,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Role of Insect Gut Microbiota in Pesticide Degradation A Review..pdf,published: 03 May 2022,10.1002/arch.21218; 10.1002/ece3,2022,from Northwestern Colombia. J; of Arsenophonus symbiont decreases; of Laodelphax striatellus. Pest; of S. frugiperda harbor; of house fly; of the bacterial doi,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Simultaneous determination of pesticides and their degradation products in potatoes by MSPD-LC-MSMS.pdf,Contents lists available at ScienceDirect,10.1002/ps.4024; 10.1007/398_2016_13,2021,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Soil and entomopathogenic fungi with potential for biodegradation of insecticides degradation of flubendiamide in vivo by fungi and in vitro by laccase.pdf,Annals of Microbiology (2019) 69:1517–1529,10.1007/s13213-019-01536-w,2019,JUANT070; JUANT070 and B. rhodina; JUANT070 and in vitro; JUANT070 formed an inde-; JUSOLCL039 The genus Neurospora; JUSOLCL039 in by salts,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Soil bacteria showing a potential of chlorpyrifos degradation and plant growth enhancement..pdf,b r a z i l i a n j o u r n a l o f m i c r o b i o l o g y 4 7 (2 0 1 6) 563–570,10.1016/j.bjm.2016.04.009,2016,B-14 and its use; C2A1. J organophosphorus pesticides; and character; eters such as; pyd-1. World J plant; was grown in a,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Sonoelectrochemical Degradation of Propyl Paraben An Examination of the Synergy in Different Water Matrices..pdf,Environmental Research,10.3390/ijerph17082621,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Sorption and degradation of neonicotinoid insecticides in tropical soils.pdf,"Pesticides, Food Contaminants, and Agricultural Wastes",10.1002/cem.705; 10.1002/ps.1776,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Spatial and temporal distribution, degradation, and metabolism of three neonicotinoid insecticides on different parts, especially pests' target feeding parts of apple tree..pdf",Received: 18 November 2019 Revised: 13 January 2020 Accepted article published: 21 January 2020 Published online in Wiley Online Library: 7 February 2020,10.1002/ps.5756,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Symbiotic Fungus Affected the Asian Citrus Psyllid (ACP) Resistance to Imidacloprid and Thiamethoxam..pdf,published: 16 December 2020,10.1002/arch.20254; 10.1002/mbo3,2024,of arsenophonus symbiont decreases,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"The Degradation Process of Typical Neonicotinoid Insecticides in Tidal Streams in Subtropical Cities A Case Study of the Wuchong Stream, South China..pdf",The Degradation Process of Typical Neonicotinoid Insecticides,10.3390/toxics11030203; 10.3390/toxics11030203/s1,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,The dissipation of thiamethoxam and its main metabolite clothianidin during strawberry growth and jam-making process..pdf,www.nature.com/scientificreports,10.1038/s41598-018-33334-w,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,The Dissipative Potential of Gamma Irradiation in Residues of Imidacloprid and Thiamethoxam in the Postharvest of Common Beans..pdf,The Dissipative Potential of Gamma Irradiation in,10.1002/etc.3335; 10.1002/ps.1616,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,The effects of pesticide mixtures on degradation of pendimethalin in soils..pdf,Environ Monit Assess (2012) 184:3077–3084,10.1007/s10661-011-2172-x,2012,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,The impact of inorganic salts on the ultrasonic degradation of contaminants A review..pdf,Ultrasonics Sonochemistry 111 (2024) 107076,10.1002/0471649643; 10.1002/9781118131473,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"The metabolism of neonicotinoid insecticide thiamethoxam by soil enrichment cultures, and the bacterial diversity and plant growth-promoting properties of the cultured isolates.pdf",This article was downloaded by: [Purdue University],10.1080/03601234.2014.894761,2014,AAP-1 Isolated from Soil; CNB-1. Appl. Microbiol. Biotechnol; IM-2. bacteria isolated from; J1 and mediation of; JS765. Appl. monas maltophilia; PS19. Pestic. Biochem. Phys,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"The protective role of L-carnitine on oxidative stress, neurotransmitter perturbations, astrogliosis, and apoptosis induced by thiamethoxam in the brains of male rats..pdf",Naunyn-Schmiedeberg's Archives of Pharmacology (2024) 397:4365–4379,10.1007/s00210-023-02887-7,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"The route and rate of thiamethoxam soil degradation in laboratory and outdoor incubated tests, and field studies following seed treatments or spray application..pdf",Received: 21 September 2017 Revised: 20 July 2018 Accepted article published: 9 August 2018 Published online in Wiley Online Library: 3 October 2018,10.1002/ps.5168; 10.1371/journal.pone.0097081,2019,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,The Synergistic Effect of Thiamethoxam and Synapsin dsRNA Targets Neurotransmission to Induce Mortality in iAphis gossypiii..pdf,Molecular Sciences,10.3390/ijms23169388; 10.3390/ijms23169388/s1,2022,of Aphis gossypii Glover,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Therapeutic potential of polysaccharide extracted from fenugreek seeds against thiamethoxam-induced hepatotoxicity and genotoxicity in Wistar adult rats..pdf,Toxicology Mechanisms and Methods,10.1080/15376516.2018.1564949,2019,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam Actara® Induced Alterations in Kidney Liver Cerebellum and Hippocampus of Male Rats.pdf,® on the risk of diseases associated with occu-,10.4081/xeno.2017.7149,2017,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam Application Improves Yield and Drought Resistance of Potatoes (Solanum tuberosum L.).pdf,Thiamethoxam Application Improves Yield and Drought,10.3390/plants13040477,2024,TMX-23. Appl. Microbiol. Biotechnol,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam as an inadvertent anti-aphrodisiac in male bees..pdf,Toxicology Reports 9 (2022) 36–45,10.1002/ps.3868; 10.1002/ps.4342,2022,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam at environmentally relevant concentrations induces neurotoxicity in zebrafish larvae through binding with multiple receptors..pdf,Eco-Environment & Health 4 (2025) 100133,10.1016/j.eehl.2024.12.002,2025,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam degradation by Pseudomonas and Bacillus strains isolated from agricultural soils..pdf,Environ Monit Assess (2015) 187:300,10.1007/s10661-015-4532-4,2015,B-14 and its use; Brevundimonas sp. MJ15. data; IMBL 1.2 3.69; IMBL 1.2 48.38; IMBL 1.3 3.68; IMBL 1.3 45.36,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Thiamethoxam, a Neonicotinoid Poisoning Causing Acute Kidney Injury via a Novel Mechanism..pdf","Thiamethoxam, a Neonicotinoid Poisoning",10.1016/j.ekir.2020.04.009,2020,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Thiamethoxam, Clothianidin, and Imidacloprid Seed Treatments Effectively Control Thrips on Corn Under Field Conditions..pdf",doi: 10.1093/jisesa/iey128,10.1093/jisesa/iey128,2018,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Thiamethoxam-Induced Intergenerational Sublethal Effects on the Life History and Feeding Behavior of Rhopalosiphum padi.pdf,Thiamethoxam-Induced Intergenerational Sublethal Effects on,10.3390/plants13060865; 10.3390/plants13060865/s1,2024,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Transcriptome profiling of the whitefly Bemisia tabaci reveals stage-specific gene expression signatures for thiamethoxam resistance..pdf,"Insect Molecular Biology (2013) 22(5), 485–496 doi: 10.1111/imb.12038",10.1111/imb.12038; 10.1371/journal.pgen.1001248,2014,a different P450 whiteflies; a gene encoding a; a is illustrated in; and life stage; and life stage were; and may play a,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Transcriptomic analysis of Malpighian tubules from the stingless bee Melipona scutellaris reveals thiamethoxam-induced damages..pdf,Science of the Total Environment 850 (2022) 158086,10.1002/jemt.22199; 10.1002/tox.21842,2022,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Transcriptomic and proteomic responses of sweetpotato whitefly, Bemisia tabaci, to thiamethoxam..pdf",Transcriptomic and Proteomic Responses of,10.1093/bioinformatics/bts515; 10.1371/journal,2013,and the remaining clean; has been cultured without; in comparthem; of German data. Bioinformatics; of Tribolium castaneum. Proc; was significantly over- expressed,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
