pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Penthiopyrad,"Systemic enantioselectivity study of penthiopyrad enantioselective bioactivity, acute toxicity, degradation and influence on tomato..pdf",Received: 8 November 2022 Revised: 3 January 2023 Accepted article published: 1 February 2023 Published online in Wiley Online Library: 16 February 2023,10.1002/ps.7388,2021; 2022; 2023; 2025,of Daphnia magna. Aquat,29,14,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707,19,9,12,1,1,0,0,"Research Article Received: 8 November 2022 Revised: 3 January 2023 Accepted article published: 1 February 2023 Published online in Wiley Online Library: 16 February 2023 (wileyonlinelibrary.com) DOI 10.1002/ps.7388 Systemic enantioselectivity study of penthiopyrad: enantioselective bioactivity, acute toxicity, degradation and inﬂuence on tomato Rui Liu,a Yue Deng,a Di Wu,b Yuping Liu,a Zikang Wang,a Simin Yu,a Yufan Nie,a Wentao Zhu,a Zhiqiang Zhoua and Jinling Diaoa* Abstract BACKGROUND: In order to promote the green development of agriculture, it is important to study the enantioselective effect of chiral pesticides. The bioactivity of the chiral fungicide penthiopyrad (PEN) racemate and enantiomers against phytopathogens, toxicity to non-target organi",181,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Degradation of the Neonicotinoid Pesticides in the Atmospheric Pressure Ionization Source..pdf,"B American Society for Mass Spectrometry, 2017 J. Am. Soc. Mass Spectrom. (2018) 29:373Y381",10.1007/s13361-017-1832-7,2015; 2016; 2017; 2018,,74,5,77,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,51,38,1,8,1,0,0,"arch Institute, Chinese Academy of Agricultural Sciences, 9 South Meiling Road, Hangzhou, 310008, People’s Republic of China 2 Key Laboratory of Tea Quality and Safety Control, Ministry of Agriculture, 9 South Meiling Road, Hangzhou, 310008, People’s Republic of China 3 Laboratory of Quality and Safety Risk Assessment for Tea (Hangzhou), Ministry of Agriculture, 9 South Meiling Road, Hangzhou, 310008, People’s Republic of China Abstract. During the analysis of neonicotinoid pesticide standards (thiamethoxam, clothianidin, imidacloprid, acetamiprid, and thiacloprid) by mass spectrometry, the degradation of these pesticides (M-C=N-R is degraded into M-C=O, M is the skeleton moiety, and R is NO2 or CN) was observed in the atmospheric pressure ionization interfaces (ESI and APCI). In APCI, the degradation of all the five neonicotinoid pesticides studied took place, and the primary mechanism",181,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Maize (Zea mays) seeds can detect above-ground weeds; thiamethoxam alters the view..pdf,Received: 17 July 2014 Revised: 4 September 2014 Accepted article published: 4 November 2014 Published online in Wiley Online Library: 12 December 2014,10.1002/ps.3789; 10.1002/ps.3936,2013; 2014; 2015; 2025,,11,82,18,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,74,6,1,21,0,0,0,d delay seed germination. Thiamethoxam as a seed treatment has been observed to enhance seed germination. No previous work has explored the eﬀect of thiamethoxam on the physiological response of buried maize seed when germinating in the presence of above-ground weeds. We hypothesised that the changes in red:far red reﬂected from above-ground weeds would be detected by maize seed phytochrome and delay seed germination by decreasing the level of GA and increasing ABA. We further hypothesised that thiamethoxam would overcome this delay in germination. RESULTS: Thiamethoxam enhanced seed germination in the presence of above-ground weeds by increasing GA signalling and downregulating DELLA protein and ABA signalling genes. An increase in amylase activity and a degradation of starch were also observed. CONCLUSIONS: Far red reﬂected from the above-ground weeds was capable of penetrating below t,181,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,The dissipation of thiamethoxam and its main metabolite clothianidin during strawberry growth and jam-making process..pdf,www.nature.com/scientificreports,10.1038/s41598-018-33334-w,2014; 2016; 2017; 2018,,22,3,34,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,80,34,2,5,0,0,0,"www.nature.com/scientificreports OPEN The dissipation of thiamethoxam and its main metabolite clothianidin during strawberry Received: 2 May 2018 Accepted: 20 September 2018 growth and jam-making process Published: xx xx xxxx Na Liu1, Xinglu Pan2, Qingxi Yang3, Mingshan Ji3 & Zhihong Zhang 1 Few studies focused on the residue of thiamethoxam and its metabolite clothianidin on strawberry where it is widely used, despite this is essential to assess the potential food risk of thiamethoxam and its main metabolite clothianidin. In this study, the dissipation of thiame",181,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Characterization of the ultraviolet-visible photoproducts of thiophanate-methyl using high performance liquid chromatography coupled with high resolution tandem mass spectrometry-Detection in grapes and tomatoes..pdf,Contents lists available at ScienceDirect,10.1016/j.chroma.2016.02; 10.1016/j.chroma.2016.02.078,2012; 2014; 2015; 2016,,34,4,119,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,57,26,12,3,2,0,0,"ion of the ultraviolet–visible photoproducts of thiophanate-methyl using high performance liquid chromatography coupled with high resolution tandem mass spectrometry—Detection in grapes and tomatoes Houda Chayata, Yannick Lassalle, Édith Nicol, Sophia Manolikakes, Yasmine Souissi, Sophie Bourcier, Corinne Gosmini, Stéphane Bouchonnet ∗ LCM, CNRS, École Polytechnique, Université Paris-Saclay, 91128 Palaiseau, France a r t i c l e i n f o a b s t r a c t Article history: UV–visible irradiation of thiophanate-methyl (TM) led to the formation of nine photoproducts that were Received 13 January 2016 characterized by high performance liquid chromatography coupled with high resolution Fourier transReceived in revised form 25 February 2016 form ion cyclotron resonance mass spectrometry (FTICR-MS). Although carbendazime has been reported Accepted 26 February 2016 in the literature to be the major",178,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Peer review of the pesticide risk assessment of the active substance thiophanate-methyl..pdf,CONCLUSION ON PESTICIDES PEER REVIEW,10.1016/j.foodcont.2014.03.003; 10.2903/j.efsa.2008.622; 10.2903/j.efsa.2009.1438; 10.2903/j.efsa.2010,2016; 2017; 2018; 2025,,157,17,153,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,168,13,9,5,3,0,0,"lation (EC) No 1107/2009 of the European Parliament and of the Council. The conclusions laid down in this report were reached on the basis of the evaluation of the representative uses of thiophanate-methyl as a fungicide on wine grapes, tomato, aubergine, leek, fresh beans with pods and wheat (winter and durum), as proposed by the applicant. Full details of the representative uses can be found in Appendix A of this report. Data were submitted to conclude that the proposed representative uses of thiophanate-methyl result in a sufﬁcient fungicidal efﬁcacy against the target organisms. A data gap has been identiﬁed for a search of the scientiﬁc peer-reviewed open literature on the active substance and its relevant metabolites, in the mammalian toxicology section, for a detailed assessment of the published literature and for a tomato processing study considered relevant by EFSA that should h",177,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Chiral separation and enantioselective degradation of vinclozolin in soils..pdf,Chiral Separation and Enantioselective Degradation of Vinclozolin,10.1002/chir; 10.1002/chir.22284,2011; 2013; 2014; 2025,,45,1,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,87,21,17,1,2,1,1,"CHIRALITY 26:155–159 (2014) Chiral Separation and Enantioselective Degradation of Vinclozolin in Soils HUI LIU, DONGHUI LIU, ZHIGANG SHEN, MINGJING SUN, ZHIQIANG ZHOU,* AND PENG WANG Department of Applied Chemistry, China Agricultural University, Beijing, China ABSTRACT Vinclozolin is a chiral fungicide with potential environmental problems. The chi ral separation of the enantiomers and enantioselective degradation in soil were investigated in this work. The enantiomers were separated by high-performance liquid chromatography (HPLC) on Chiralpak IA, IB, and AZ-H chiral columns under nor",177,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Photosynthetic Performance of the Imidazolinone Resistant Sunflower Exposed to Single and Combined Treatment by the Herbicide Imazamox and an Amino Acid Extract..pdf,published: 25 October 2016,10.1002/jpln.200800174; 10.1002/ps.3710; 10.1002/ps.993; 10.1007/s00122-011,2013; 2014; 2015; 2016,,10,16,12,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,93,9,2,4,0,0,0,"erences between treated and untreated plants at 14 DAT only amino acid extract (AAE) did not have any effects on were smaller than at 7 DAT. While the recovery of E was almost sunflower plants at 7 and 14 DAT, but the growth of plants complete, the inhibition of A still was 19.9 % lower than in exposed to the combined treatment (AAE + imazamox) was less untreated control plants. retarded and their performance was better as compared with that Application of only AAE did not have any effect on of imazamox-treated plants. This effect was limited at 7 DAT and leaf gas exchange parameters of sunflower plants, but adding more pronounced at 14 DAT. of AAE to the imazamox solution (combined treatment) resulted in a slight improvement of plant performance in Leaf Imazamox Residues comparison to just imazamox. At 7 DAT the A of plants The resistance of IMI-R sunflower plants to imazamox is due to",175,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Abamectin,Microbial degradation of abamectin in reservoir water.pdf,Ecotoxicology (2006) 15:495–502,10.1007/s10646-006-0085-1,2002; 2004; 2005; 2006,,8,7,14,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,89,17,27,0,1,0,0,"ounds (Kümmerer, was to identify the toxicity of abamectin on bacteria, al- 2001; Boxall et al. 2003a, b). Consequently, the environgae, daphnids, and fish. An extremely high toxicity of mental fate of many pharmaceuticals is not well known avermectin to the survival and reproduction of Daphnia (Halling-Sorensen et al. 1998). magna was observed in 21-day exposure tests. Zebrafish Veterinary drugs such as the avermectins (e.g. iverand the algae Scenedesmus subspicatus are less sensitive mectin, abamectin, doramectin) are commonly used in to avermectin. The compound is expected to have adverse veterinary medicine as anthelmintics against internal and effects on the aquatic environment due to its high toxic- external parasites of cattle, pigs, and horses, sheep, and ity, even at very low concentrations, to daphnids and to goats (Campbell and Benz 1984; Suarez 2002). In most fish. cases up",173,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Thermal stability of organophosphorus pesticide triazophos and its relevance in the assessment of risk to the consumer of triazophos residues in food..pdf,"J. Agric. Food Chem. 2001, 49, 103−106 103",10.1021/jf0002589,1998; 1999; 2000; 2001,,36,2,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,49,28,2,4,0,0,0,"J. Agric. Food Chem. 2001, 49, 103−106 103 Thermal Stability of Organophosphorus Pesticide Triazophos and Its Relevance in the Assessment of Risk to the Consumer of Triazophos Residues in Food Alexis J. Holden,*,† Li Chen,† and Ian C. Shaw‡ Department of Environmental Management, University of Central Lancashire, Preston PR1 2HE, United Kingdom, and Food Safety Program Manager, Institute of Environmental Science and Research, Christchurch Research Centre, New Zealand The degradation of triazophos in aqueous solutions was monitored at 205 and 254 nm after separation using high-performance liquid",172,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Isopyrazam,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains..pdf,Received: 27 January 2020 | Revised: 25 March 2020 | Accepted: 28 March 2020,10.1002/jobm.201900687; 10.1080/03067319.2019.1700965,2019; 2020; 2023; 2025,AF36 in pistachio orchards; AFu was 21; is a more environment; of A. flavus called; of the fungus pyrazam; that can be utilized,149,19,33,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Isopyrazam/PesticideDB_curation_Isopyrazam_20260707,58,37,35,2,2,0,0,"robes. BiodiKhuram Shahzad Ahmad, Department of sintegrative assays of pure fungal strains, namely Aspergillus flavus Environmental Sciences, Fatima Jinnah (AF), Penicillium chrysogenum (PC), Aspergillus niger (AN), Aspergillus terreus Women University, The Mall, Rawalpindi 46000, Pakistan. (AT), and Aspergillus fumigatus (AFu), and bacterial strains, namely XanthoEmail: chemist.phd33@yahoo.com; monas axonopodis (XA) and Pseudomonas syringae (PS), were utilized. Initial dr.k.s.ahmad@fjwu.edu.pk isopyrazam concentration (10 mg/L) was prepared with an individual micro bial suspension and monitored for 35 days. Isopyrazam biotransformation was analyzed quantitatively and qualitatively by UV–visible spectro photometery and gas chromatography–mass spectroscopy. P. syringae (R2 = 0.90) and X. axonopodis (R2 = 0.88) displayed maximal potential to me tabolize the fungicide (86% and 80%, respecti",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Isopyrazam,The behavior of isopyrazam in aquatic ecosystems implementation of a tiered investigation..pdf,"Environmental Toxicology and Chemistry, Vol. 29, No. 12, pp. 2702–2712, 2010",10.1002/etc.337,2007; 2008; 2010; 2025,,136,10,46,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Isopyrazam/PesticideDB_curation_Isopyrazam_20260707,49,30,11,2,2,0,0,"Environmental Toxicology and Chemistry, Vol. 29, No. 12, pp. 2702–2712, 2010 # 2010 SETAC Printed in the USA DOI: 10.1002/etc.337 THE BEHAVIOR OF ISOPYRAZAM IN AQUATIC ECOSYSTEMS: IMPLEMENTATION OF A TIERED INVESTIGATION LAURENCE H. HAND * and ROBIN G. OLIVER Syngenta, Jealott’s Hill International Research Centre, Bracknell, Berkshire, RG42 6EY, United Kingdom (Submitted 6 April 2010; Returned for Revision 14 May 2010; Accepted 26 July 2010) Abstract— Degradation of a new fungicide, isopyrazam, was slow in water–sediment systems maintained in the dark, with degradation half-life (DegT50) values in the total system (water column and sediment) of gre",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Interactions Between Thiamethoxam and iDeformed Wing Virusi Can Drastically Impair Flight Behavior of Honey Bees..pdf,published: 30 April 2020,10.1002/ps.4227; 10.1007/978-1-4612-4380-9_37; 10.1007/PL00001697; 10.1007/s00040,2017; 2018; 2019; 2020,of Deformed Wing Virus,6,37,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,130,4,2,16,0,0,0,"o G, Heavy losses of honey bee colonies in the Northern hemisphere have been documented since the Prado A, Arban F, Dubois E, beginning of the 21st century (Lee et al., 2015). It is crucial to study such losses as it is known Ribière-Chabert M, Alaux C, Thiéry R that 84% of the 264 most important crops in Europe depend on, at least to some extent, animal and Le Conte Y (2020) Interactions pollination (Williams, 1994). There is now a scientific consensus on the fact that honey bee colony Between Thiamethoxam losses are the result of multifactorial causes, including a decrease in floral resource availability, the and Deformed Wing Virus Can Drastically Impair Flight Behavior spread of pathogens and pesticide use (Goulson et al., 2015). of Honey Bees. Honey bee colonies are frequently co-exposed to several pesticides and their corresponding Front. Microbiol. 11:766. metabolites, even when f",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,The Dissipative Potential of Gamma Irradiation in Residues of Imidacloprid and Thiamethoxam in the Postharvest of Common Beans..pdf,The Dissipative Potential of Gamma Irradiation in,10.1002/etc.3335; 10.1002/ps.1616; 10.1007/s11356-014-3332-7; 10.1016/S0969-806X(98)00071-1,2016; 2017; 2018; 2025,,12,11,16,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,29,6,2,8,1,0,0,"variety of Carioca, using gamma irradiation. Ground bean samples were spiked each insecticide in the laboratory at 3, 4, and 5 mg/kg, and were then irradiated at 0, 1, and 2 kGy per irradiator with a 60 Co source. Liquid chromatography-tandem mass spectrometry was used to quantify the insecticides. The irradiation promoted dissipation of thiamethoxam at 1 and 2 kGy doses, with the highest dissipation verified at 2 kGy. In general, at this higher dose of irradiation the reduction dissipation of thiamethoxam was 66% of the mean value found in the treatment without irradiation and 44% relative to the 1 kGy dose. Conversely, imidacloprid showed no effect of irradiation on waste dissipation, except in the treatment of 5 mg/kg at 2 kGy dose. From the results, it was concluded that the gamma irradiation might have applicability in dissipating thiamethoxam in real bean samples. Keywords: chroma",171,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,"The effect of microplastics on behaviors of chiral imidazolinone herbicides in the aquatic environment Residue, degradation and distribution..pdf",Contents lists available at ScienceDirect,10.1016/j.jhazmat.2021.126176,2018; 2019; 2020; 2021,,53,2,6,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,32,14,6,2,1,0,0,"ing Hou , Yuanfu Li , Yanmei Liu , Hui Zhang , Dongqiang Zeng , Huihua Tan * Guangxi key laboratory of Agric-Environment and Agric-products Safety, National Demonstration Center for Experimental Plant Science Education, College of Agriculture, Guangxi University, Nanning, Guangxi 530004, People’s Republic of China A R T I C L E I N F O A B S T R A C T Editor: Dr. R Teresa The pollution of aquatic environments by microplastics and herbicides has become a global concern. This study was focused on imazamox, imazapic, and imazethapyr sorption to polypropylene microplastics in water. And the Keywords: potential effects of microplastics on herbicide enantiomer degradation and distributions in water, sediment, and Microplastics water–sediment microcosms were investigated. Adsorption experiment results indicated that herbicide sorption Imidazolinone Herbicides to microplastics involved both chem",170,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Simultaneous determination of thiophanate-methyl and its metabolite carbendazim in tea using isotope dilution ultra performance liquid chromatography-tandem mass spectrometry..pdf,"doi:10.1093/chromsci/bmt165 Advance Access publication November 19, 2013 Article",10.1007/s00216-013-6901-6; 10.1093/chromsci/bmt165,2011; 2012; 2013; 2014,,37,2,30,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,15,12,10,0,1,0,0,"Journal of Chromatographic Science 2014;52:1157– 1164 doi:10.1093/chromsci/bmt165 Advance Access publication November 19, 2013 Article Simultaneous Determination of Thiophanate-Methyl and Its Metabolite Carbendazim in Tea Using Isotope Dilution Ultra Performance Liquid Chromatography– Tandem Mass Spectrometry Hongping Chen1,2, Xin Liu1,2*, Chuanpi Wang1,2, Qinghua Wang1,2, Ying Jiang1,2, Peng Yin1 and Li Zhu1,2 1 Tea Research Institute, Chinese Academy of Agricultural Sciences, Hangzhou, Zhejiang 310008, China and 2Tea Quality and Supervision Testing Center, Ministry of Agriculture, Hangzhou, Zhejiang 310008, China *Author to whom correspondence should be addressed. Email: l",170,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Fluxapyroxad,"Accumulation and growth toxicity mechanisms of fluxapyroxad revealed by physiological, hepatopancreas transcriptome, and gut microbiome analysis in Pacific white shrimp (Litopenaeus vannamei)..pdf",Contents lists available at ScienceDirect,10.1002/jsfa.9905; 10.1007/s00125-016-3940-5; 10.1007/s00216-014-8073-4; 10.1016/j,2021; 2022; 2023; 2024,,13,67,28,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Fluxapyroxad/PesticideDB_curation_Fluxapyroxad_20260707,12,2,7,5,0,0,0,"gicides are widely microbiome of marine shrimp remain poorly understood. used in agriculture to control fungal diseases and they are also emerging FX is highly toxic to aquatic organisms, but the toxic effects of FX on fungicide pollutants. Agricultural chemicals can be transported into the L. vannamei are unknown, and the accumulation and elimination patmarine aquatic environment through drift deposition and surface runoff. terns of FX in L. vannamei have also not been reported. Therefore, the Fluxapyroxad (FX) is one of the worldwide most marketed SDHI fungi- present study aimed to test the dose-dependent effects of FX in cides, and previous studies have shown that FX degrades very slowly, L. vannamei under 0, 1.0, 10.0 (environmental concentration), and and the high persistence in the environment, in aerobic soil and aqueous 100.0 μg/L conditions for 21 d of exposure and 7 d of elimin",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Teflubenzuron,Identification of molecular interactions of pesticides with keratinase for their potential to inhibit keratin biodegradation..pdf,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/381281973",10.1007/s40203-024-00229-w,2022; 2023; 2024; 2025,HZN12; HZN12 using chicken feather; of Pseudomonas stutzeri and,26,89,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Teflubenzuron/PesticideDB_curation_Teflubenzuron_20260707,27,2,4,20,0,0,0,"keratin-degradation process. In the present study, molecular interactions of 20 selected pesticides with the keratinase enzyme were analyzed by performing molecular docking. In blind docking, 14 out of 20 pesticides showed higher inhibitory potential than the known inhibitor phenylmethylsulfonyl flouride, all of which exhibited higher inhibitory potential in site-specific docking. The stability and strength of the protein complexes formed by the top best potential pesticides namely fluralaner, teflubenzuron, cyhalothrin, and cyfluthrin has been further validated by molecular dynamic simulation studies. The present study is the first report for the preliminary investigation of the keratinase-inhibitory potential of pesticides and highlights the plausible role of these pesticides in hindering the biological process of keratin degradation and thereby their contribution in environmental pol",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Teflubenzuron,Persistence and Stability of Teflubenzuron and Diflubenzuron When Associated to Organic Particles in Marine Sediment..pdf,Bull Environ Contam Toxicol (2016) 96:224–228,10.1007/s00128-015-1707-1,2013; 2014; 2015; 2016,,12,3,16,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Teflubenzuron/PesticideDB_curation_Teflubenzuron_20260707,30,11,15,2,2,0,0,"nSuggested pathways for the disappearance of the drugs from tration of 3.13 ± 0.15 mg/g where most of the water had sediment are dissolution into seawater (outwashing), chemical been removed by filtration (Group 2) and medicated pellets and microbial degradation, bioturbation, and resuspension of (3 mm, Ektobann vet.) (group 3) were added on top of the organic material or combinations of these. Although water sediment layer. Medicated pellets (3 mm, Releeze vet.) solubility of diflubenzuron and teflubenzuron is low, 0.089 were added to vials with sediment (Group 4) and without and 0.0094 mg/L at 20°C respectively, outwashing may be sediment (Group 5). Each treatment group consisted of 42 effective over time especially from medicated pellets where vials and the weights of the faecal material and medicated the drugs are coated on the surface of the pellets. Rapid pellets were registered fo",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Photocatalytic degradation of triazophos in aqueous titanium dioxide.pdf,Photocatalytic degradation of triazophos in aqueous titanium dioxide,10.1016/j.jhazmat.2006.12.007,2004; 2005; 2006; 2007,the oxon derivative of,63,3,92,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,67,33,4,6,3,1,1,"Journal of Hazardous Materials 146 (2007) 204–213 Photocatalytic degradation of triazophos in aqueous titanium dioxide suspension: Identification of intermediates and degradation pathways T. Aungpradit a , P. Sutthivaiyakit a,∗ , D. Martens b,c , S. Sutthivaiyakit d , A.A.F. Kettrup b,c a Postgraduate Education and Research Program in Analytical Chemistry, Department of Chemistry, PO Box 1011 Kasetsart, Kasetsart University, Bangkok 10903, Thailand b Department of Ecological Chemistry and Environmental Analysis, Technical University of Munich, D-85350 Freising-Weihenstephan, Germany",169,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,"Chronic dietary exposure to a low-dose mixture of genistein and vinclozolin modifies the reproductive axis, testis transcriptome, and fertility..pdf",Chronic Dietary Exposure to a Low-Dose Mixture of Genistein and,10.1186/1471; 10.1289/ehp.0800158; 10.1289/ehp.0800158.S1,2006; 2007; 2008; 2009,we used,7,64,68,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,65,3,5,20,1,0,0,"lly through low-dose endocrine disruptors are poorly understood. its two main metabo­lites M1 and M2—as an O bjective : We assessed the effects of a continuous, low-dose exposure to a phytoestrogen androgen-receptor (AR) binding antago­nist (genistein) and/or an antiandrogenic food contaminant (vinclozolin) on the male reproductive tract (Kelce et al. 1994, 1997; Nellemann et al. and fertility. 2003). A recent French study reported that Methods: Male rats were exposed by gavage to genistein and vinclozolin from conception to adult- 20% of 139 meal samples from work can hood, alone or in combination, at low doses (1 mg/kg/day) or higher doses (10 and 30 mg/kg/day). teens contained measurable levels of vinclo We studied a number of standard reproductive toxicology end points and also assessed testicular mRNA expression profiles using long-oligonucleotide microarrays. zolin (Leblanc et al.",168,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,A four-year field program investigating long-term effects of repeated exposure of honey bee colonies to flowering crops treated with thiamethoxam..pdf,A Four-Year Field Program Investigating Long-Term,10.1371/journal.pone.0077193; 10.1371/journal.pone.0077193.g001; 10.1371/journal.pone.0077193.g002; 10.1371/journal.pone.0077193.g003,2010; 2011; 2012; 2013,,13,5,29,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,58,15,5,0,0,0,0,"ing1, Peter Campbell2*, Mike Coulson2, Natalie Ruddle2, Ingo Tornier3 1 JSC International Limited, Harrogate, North Yorkshire, United Kingdom, 2 Syngenta Limited, Jealott’s Hill Research Station, Bracknell, Berkshire, United Kingdom, 3 Eurofins Agroscience Services, EcoChem GmbH, Niefern-Öschelbronn, Germany Abstract Neonicotinoid residues in nectar and pollen from crop plants have been implicated as one of the potential factors causing the declines of honey bee populations. Median residues of thiamethoxam in pollen collected from honey bees after foraging on flowering seed treated maize were found to be between 1 and 7 mg/kg, median residues of the metabolite CGA322704 (clothianidin) in the pollen were between 1 and 4 mg/kg. In oilseed rape, median residues of thiamethoxam found in pollen collected from bees were between ,1 and 3.5 mg/kg and in nectar from foraging bees were between 0.",167,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
