pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,Investigation of dissipation kinetics and half-lives of fipronil and thiamethoxam in soil under various conditions using experimental modeling design by Minitab software..pdf,www.nature.com/scientificreports,10.1038/s41598-024-56083-5,2021; 2022; 2023; 2024,using response surface methodology,63,11,31,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,96,5,1,9,2,0,0,"ed 2 & Mohamed R. Fouad 1 To determine the extent of pesticide buildup and their environmental contamination, the environmental half-lives of pesticides are examined. The influence of the factors affecting the half lives of fipronil and thiamethoxam including soil type, sterilization, temperature, and time and their interactions was studied using experimental modeling design by Minitab software. Based on the dissipation kinetics data, fipronil concentrations reduced gradually over 60 days while thiamethoxam concentrations decreased strongly. Also, fipronil and thiamethoxam dissipated more rapidly in calcareous soil than in alluvial soil. Thiamethoxam, however, disappeared more rapidly than fipronil in all treatments. Incubation at 50 °C leads to rapid the pesticide degradation. For prediction of the dissipation rate, model 5 was found to be the best fit, Residue of insecticide (%) = 15.4",136,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Phosmet,Sorption and degradation characteristics of phosmet in two contrasting Australian soils..pdf,"Published September, 2002",,1994; 1996; 2000; 2002,,35,2,2,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Phosmet/PesticideDB_curation_Phosmet_20260707,76,20,4,0,1,0,0,"Published September, 2002 Organic Compounds in the Environment Sorption and Degradation Characteristics of Phosmet in Two Contrasting Australian Soils H. C. Suter*, R. E. White, L. K. Heng, and L. A. Douglas ABSTRACT Aylmore, 1994). Sorption has often been described by The organophosphate insecticide phosmet [phosphorodithioic acid, the Freundlich equation: s-((1,3-dihydro-1,3-dioxo-2H-isoindol-2yl)methyl), o,o-dimethyl ester] S ⫽ KCn [1] is used to control red-legged earth mites (Halotydeus destructor), lucerne flea (Sminthurus viridis), and Oriental fruit moth (Cydia where S is the concentration of sorbed",135,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Vinclozolin exposure in utero induces postpubertal prostatitis and reduces sperm production via a reversible hormone-regulated mechanism..pdf,REPRODUCTION-DEVELOPMENT,10.1210/en.2009-0982,2008; 2009; 2010; 2015,,5,61,25,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,103,4,2,22,2,0,0,"diated and reversible and involve a mechanism indepen dent of Dnmt expression. (Endocrinology 151: 783–792, 2010) nvironmental endocrine disrupting chemicals (EDCs) system abnormalities such as declining sperm counts, E are defined by the U.S. Environmental Protection Agency as “exogenous agents that interfere with the syn cryptorchidism, and hypospadias (2) and testicular cancer (3) have been postulated to be linked to EDC exposure. thesis, secretion, binding, action, or elimination of natural Vinclozolin [3-(3,5-dichlorophenyl)-5-methyl-5-vinylhormones in the body that are responsible for the main- oxazolidine-2,4-dione] is an antiandrogenic fungicide used tenance of homeostasis, reproduction, development, in the control of Botrytis cinerea, Sclerotinia sclerotiorum, and/or behavior.” The first evidence for adverse effects of and Moniliniam spp on fruits, vegetables, ornamental EDCs ca",135,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Mandipropamid,Effects of Household Processing on Residues of the Chiral Fungicide Mandipropamid in Four Common Vegetables..pdf,Environmental Research,10.3390/ijerph192315543; 10.3390/ijerph192315543/s1,2019; 2020; 2021; 2022,,7,1,24,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707,116,4,10,0,1,0,0,"fficient (Kow ), and mode of action [11]. For instance, washing and peeling can effectively remove the residues of chlorpyriphos and ethylparathion in tomato, probably due to the log Kow values of 4.7 and 3.8, respectively, which inhibited their transport in plant tissue and located on the outer epidermis of crops [9]. When boiling and steaming were used in processing rice products, volatilization and thermal degradation caused the reduction in pesticide residues in the range of 20.7–100% [12]. Mandipropamid is a chiral systemic fungicide with a broad bactericidal spectrum and can effectively prevent most foliar oomycete pathogens. The market sales of mandipropamid have been growing in the last half decade [13]. As applications increase, potential con tamination from mandipropamid residues in the ecosystem became more apparent. A few studies have reported the dissipation and residue dist",133,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Propamocarb,Modification of the existing maximum residue levels for propamocarb in radishes (roots and small leaves)..pdf,Approved: 28 October 2024,10.2903/j; 10.2903/j.efsa.2024.9092,2022; 2023; 2024; 2025,,14,3,53,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Propamocarb/PesticideDB_curation_Propamocarb_20260707,155,10,3,0,1,0,0,"pplications was investigated in crops belonging to the groups of fruit crops, root crops and leafy crops. Studies investigating the effect of processing on the nature of propamocarb (hydrolysis studies) demonstrated that the active substance is stable. In rotational crops, the confined study did not indicate that a different metabolism is expected. Based on the metabolic pattern identified in metabolism studies and hydrolysis studies, the residue definitions for plant products were proposed as ‘Propamocarb (sum of propamocarb and its salts expressed as propamocarb)’ for enforcement and risk assessment. These residue definitions are applicable to primary crops, rotational crops and processed products. EFSA concluded that, for the crops assessed in this application, the metabolism of propamocarb in primary and rotational crops, and the possible degradation in processed products have been s",131,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pymetrozine,"Dissipation kinetics and exposure of spirotetramat and pymetrozine in open fields, a prelude to risk assessment of green bean consumption..pdf",Environmental Science and Pollution Research (2023) 30:57747–57758,10.1007/s11356-023-26100-7,2020; 2021; 2022; 2023,,13,1,28,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,80,9,1,0,0,0,0,"na Bakery1 · Osama Abdallah1 · Mohamed Youssef2 · Walaa Abd El Ghany3 · Amira Abdallah2 · Sarah Greish4 · Mona M. Gaber4 · Indra Purnama5 · Shokr Abdelsalam1 · Mohamed Tawfic Ahmed4 Received: 23 October 2022 / Accepted: 18 February 2023 / Published online: 27 March 2023 © The Author(s) 2023 Abstract Determination and dissipation kinetics of pymetrozine and spirotetramat in green bean were studied using a QuEChERS method coupled to high-performance liquid chromatography-tandem mass spectrometry. Pymetrozine recoveries ranged between 88.4–93.7%, with relative standard deviation (RSD) of 5.5–14.4%. For spirotetramat the recoveries ranged between 91.7–103.4%, and the RSD were in the range of 3.2 to 12.4%. The limits of quantification (LOQs) were 0.01 mg/kg and 0.005 mg/kg for pymetrozine and spirotetramat, respectively. The developed analytical method was used to study the degradation rates",131,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Persistence, metabolism and safety evaluation of thiamethoxam in tomato crop..pdf",Received: 9 September 2008 Revised: 27 January 2009 Accepted: 5 February 2009 Published online in Wiley Interscience: 20 May 2009,10.1002/ps.1776,2005; 2008; 2009; 2025,,40,2,54,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,75,12,3,0,1,0,0,"o crop, varied between 72 and 75% in 15 days with a half-life of 9 days. Total residues reached below detectable level in 15 days in tomato fruits and 20 days in soil. Maximum damage (30%) was found in control plots, as opposed to 8–10% of fruit damage in treated plots. One degradation product was detected on the tomato fruit surface, and three metabolites were identified in tomato fruits by the LC-MS technique. The metabolites have been reported for the first time in tomato fruits. CONCLUSION: Thiamethoxam at normal and double the recommended use rate effectively controlled aphids, whiteflies and Helicoverpa, as the insect population decreased to a minimum within 10 days of spraying in comparison with the control. There was no significant difference between the two rates of application, and both thiamethoxam treatments significantly increased tomato fruit yield compared with the untreat",130,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,Environmental fate of trifloxystrobin in soils of different geographical origins and photolytic degradation in water.pdf,"J. Agric. Food Chem. 2006, 54, 9479−9487 9479",10.1021/jf0620214,2003; 2004; 2005; 2006,,85,3,39,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,11,8,5,0,2,0,0,"J. Agric. Food Chem. 2006, 54, 9479−9487 9479 Environmental Fate of Trifloxystrobin in Soils of Different Geographical Origins and Photolytic Degradation in Water KAUSHIK BANERJEE,† AXEL PATRICK LIGON,‡ AND MICHAEL SPITELLER*,‡ National Research Centre for Grapes, Pune 412 307, India, and Institute of Environmental Research (INFU), University of Dortmund, Otto-Hahn-Strasse 6, 44221 Dortmund, Germany In vitro biodegradation of trifloxystrobin (TFS) under darkness could best be explained by two compartment first + first-order rate kinetics with half-lives ranging between 1.8 and",129,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pymetrozine,Development and evaluation of pymetrozine controlled-release formulation to control paddy planthopper..pdf,Open Access Article. Published on 20 June 2018. Downloaded on 6/10/2025 6:16:20 AM.,10.1039/c8ra03516d,2015; 2017; 2018; 2025,,8,5,5,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,104,1,2,6,0,0,0,"and wettable powders. These insecticides are applied by dusting or spraying using simple equipment. The active ingredient, with short eﬀectiveness time, is degraded rapidly in natural paddy ecosystems. Thus, repeated pesticide applications are required to control rice planthoppers. Altering the short-term eﬀect This article is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported Licence. formulation of pesticides to a long-acting formulation may be an alternative solution. A pymetrozine controlled-release granule (CRG; 1%) was developed by loading the pesticide on bentonite and coating the solid pesticide with resin. Analysis of pymetrozine release indicated that the 1% pymetrozine CRG release was more than 80% for 60 days. In the ﬁeld trial screening, the 1% pymetrozine CRG showed a controlled eﬀect of 61.96–78.87% at 48 days after CGR application. Application of 1%",128,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Abamectin,Study of the degradation in aqueous solution of a refractory organic compound avermectin type used as pesticide in agriculture..pdf,1 © IWA Publishing 2017 Water Science & Technology | in press | 2017,10.1002/9783527610884; 10.1002/jctb.3990; 10.1016/S0043-1354(02)00461-X; 10.1016/S0920-5861(99)00195-9,2014; 2015; 2016; 2017,Burkholderia sp. GB-01 for,117,13,32,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,64,26,5,4,4,0,0,"Uncorrected Proof 1 © IWA Publishing 2017 Water Science & Technology | in press | 2017 Study of the degradation in aqueous solution of a refractory organic compound: avermectin type used as pesticide in agriculture Athir Boukhrissa, Fatiha Ferrag-Siagh, Lina-Mounia Rouidi, Smaïn Chemat and Hamid Aït-Amar ABSTRACT Athir Boukhrissa (corresponding author) We examined the removal of abamectin by electro-Fenton (EF) process and feasibility of biological Fatiha Ferrag-Siagh treatment after degradation. The effect of the operating parameters showed that abamectin (Aba) Lina-Mounia Rouidi Hamid Aït-Amar degradation was enhanced for increasing temperature. Response surface analysis of the central Laboratory of Science in Industrial Process Engineering, composite design led to the following optimal conditions for the abatement of the chemical oxygen University of Sciences and Technology H",127,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Degradation of thiamethoxam by the synergetic effect between anodic oxidation and Fenton reactions..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2016.02.064,2013; 2014; 2015; 2016,,129,23,49,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,61,40,1,9,4,0,0,"Journal of Hazardous Materials 319 (2016) 43–50 Contents lists available at ScienceDirect Journal of Hazardous Materials journal homepage: www.elsevier.com/locate/jhazmat Degradation of thiamethoxam by the synergetic effect between anodic oxidation and Fenton reactions J. Meijide, J. Gómez, M. Pazos, M.A. Sanromán ∗ Department of Chemical Engineering, University of Vigo, Isaac Newton Building, Campus As Lagoas, Marcosende 36310 Vigo, Spain g r a p h i c a l a b s t r a c t h i g h l i g h t s • Electro-Fenton process demonstrates excellent ability to treat pesticides as thiamethoxam. • Thiamethoxam and TOC removals strongly depend on the AOPs applied. • Kinetics of thiamethoxam degradation",127,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,An Overview of Strobilurin Fungicide DegradationCurrent Status and Future Perspective..pdf,published: 12 March 2020,10.1002/(SICI; 10.1002/bmc; 10.1002/etc.290; 10.1002/ps.1772,2017; 2018; 2019; 2020,Bacillus subtilis BSF01 and; Bacmaga; P31 and Conflict of; Source Comments References Klebsiella; ZS-19. Arora; azoxystrobindegrading bacteria. Howell et,194,44,67,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,20,20,18,1,4,0,0,"the first natural strobilurin compound, Strobilurin-A, was originally Received: 19 April 2019 isolated from the mushroom Strobilurus tenacellus by Anke et al. (1977). The first patent for a Accepted: 25 February 2020 strobilurin fungicide (azoxystrobin) was introduced in the German market in 1996 (Sauter et al., Published: 12 March 2020 1999; Bartett et al., 2001). Subsequently, a series of strobilurin fungicides, including azoxystrobin, Citation: pyraclostrobin, fluoxastrobin, kresoxim-methyl, trifloxystrobin, picoxystrobin, mandestrobin, and Feng Y, Huang Y, Zhan H, Bhatt P metominostrobin, were developed and marketed (Rodrigues et al., 2013; Khandelwal et al., and Chen S (2020) An Overview 2014). Structurally, the presence of toxiphoric (E)-β-methoxyacrylate group is the main feature of Strobilurin Fungicide Degradation:Current Status of strobilurin fungicides (Balba, 2007), as presen",127,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Mandipropamid,Modification of the existing maximum residue level for mandipropamid in radish leaves..pdf,Approved: 27 October 2023,10.2903/j; 10.2903/j.efsa.2023.8421,2021; 2022; 2023; 2025,,37,11,75,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707,120,14,2,0,1,0,0,"he scientific reports in support of the preparation of an EU position for the preparation of the Codex Committee on Pesticide Residues (CCPR) meetings and the additional data provided by the EMS in the framework of this application, the following conclusions are derived. The metabolism of mandipropamid following foliar applications was investigated in primary crops belonging to the groups of fruit crops, leafy crops and root crops. Studies investigating the effect of processing on the nature of mandipropamid (hydrolysis studies) demonstrated that the active substance is stable. The metabolism in rotational crops was considered similar to the pathways observed in primary crops. Based on the metabolic pattern identified in metabolism studies, hydrolysis studies, the toxicological relevance of metabolites and the capability of the enforcement methods, the residue definition for plant produc",125,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Biodegradation and Metabolic Pathway of the Neonicotinoid Insecticide Thiamethoxam by iLabrys portucalensisi F11..pdf,Molecular Sciences,10.3390/ijms232214326; 10.3390/ijms232214326/s1,2019; 2020; 2021; 2022,B2. Bull Environ. Contam; Capable of Fluorobenzene Degradation; F11 via Ortho Cleavage; IMBL 4.1 and Pseudomonas; IMBL 5.2 were able; L. portucalensis F11,264,7,99,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,27,21,15,3,5,0,0,"International Journal of Molecular Sciences Article Biodegradation and Metabolic Pathway of the Neonicotinoid Insecticide Thiamethoxam by Labrys portucalensis F11 Oumeima Boufercha 1,2 , Ana R. Monforte 3 , Allaoueddine Boudemagh 2 , António C. Ferreira 3 , Paula M. L. Castro 3 and Irina S. Moreira 3, * 1 Laboratory of Molecular and Cellular Biology, University of Brothers Mentouri, Constantine 1, Chaâbat Erssas Campus, Ain El Bey Road, Constantine 25000, Algeria 2 Department of Microbiology, Faculty of Natural and Life Sciences, University of Brothers Mentouri, Constantine 1, Ain El Bey Road, Constantine 25000, Algeria 3 CBQF",125,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Impact of sonolytic ozonation (Osub3subUS) on degradation of pesticide residues in fresh vegetables and fruits Case study of Faisalabad, Pakistan..pdf",Ultrasonics Sonochemistry 79 (2021) 105799,10.1007/s00204-004-0616-6; 10.1007/s10661-015-4818-6; 10.1007/s11356-021-14203-y; 10.1007/s11783-019-1170-z,2018; 2019; 2020; 2021,,21,5,15,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,33,10,2,0,1,0,0,"T Keywords: High pesticide residues in fresh produce is a serious food safety issue. This study was aimed at assessing the Fruits and vegetables pesticides residues in some important vegetables and fruits marketed in Faisalabad, Pakistan and the impact of Sonolytic ozonation sonolytic ozonation (O3/US) treatment in removing these contaminants. From a short grower’s survey, five Pesticides degradation registered and mostly used pesticides (acetamiprid, carbendazim, imidacloprid, thiacloprid and thiamethoxam) were identified. A time optimization trial of O3/US application (05, 10 and 15 min) on okra, showed that 10 min treatment significantly reduced three identified chemicals (thiamethoxam 100 %, imidacloprid and thiacloprid 97.17 %), without any adverse effect on its quality. In follow up trial, five fresh vegetables (cauliflower, chillies, cucumber, spinach and tomato) three fresh frui",125,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Trifloxystrobin,Spectral elucidation of the acid metabolites of the four geometric isomers of trifloxystrobin.pdf,Anal Bioanal Chem (2007) 388:1831–1838,10.1007/s00216-007-1382-0,2004; 2005; 2006; 2007,,71,0,51,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Trifloxystrobin/PesticideDB_curation_Trifloxystrobin_20260707,9,5,4,0,0,0,0,"Anal Bioanal Chem (2007) 388:1831–1838 DOI 10.1007/s00216-007-1382-0 ORIGINAL PAPER Spectral elucidation of the acid metabolites of the four geometric isomers of trifloxystrobin Kaushik Banerjee & Axel Patrick Ligon & Michael Spiteller Received: 23 February 2007 / Revised: 10 May 2007 / Accepted: 22 May 2007 / Published online: 20 June 2007 # Springer-Verlag 2007 Abstract Four geometric isomers of trifloxystrobin (TFS)— acetate] is a systemic fungicide developed by Novartis and namely EE, EZ, ZE, and ZZ—were hydrolyzed by 0.05 M marketed by Bayer Crop Science [1]. It is the first NaOH, resulting in four corresponding acid metabolites. strobilurin compound with an oxime",124,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pymetrozine,Residues and dynamics of pymetrozine in rice field ecosystem..pdf,Contents lists available at ScienceDirect,10.1016/j.chemosphere.2010.10.053,2008; 2009; 2010; 2011,,15,0,3,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,65,25,3,0,1,0,0,"dues were extracted from samples, cleaned up by solid phase extraction (SPE) and then deterAccepted 18 October 2010 mined by high-performance liquid chromatography electrospray ionization tandem mass spectrometry Available online 11 November 2010 (LC–ESI–MS–MS). The average recovery was 81.2–88.1% from soil, 83.4–88.6% from rice straw, 87.3– 94.1% from paddy water and 82.9–85.3% from brown rice. The relative standard deviation (RSD) was less Keywords: than 15%. The limits of detection (LODs) of pymetrozine calculated as a sample concentration were Pymetrozine Residue 0.0003 mg kg 1 (mg L 1) for soil and paddy water, 0.001 mg kg 1 for brown rice and rice straw. The Degradation results of kinetics study of pymetrozine residue showed that pymetrozine degradation in water, soil, Rice ﬁeld and rice straw coincided with C = 0.194e 0.986t, C = 0.044e 0.099t, and C = 0.988e 0.780t, respectively;",123,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Dissipation, Bioconcentration and Dietary Risk Assessment of Thiamethoxam and Its Metabolites in iAgaricus bisporusi and Substrates under Different Application Methods..pdf","Dissipation, Bioconcentration and Dietary Risk Assessment of",10.3390/toxics11060500; 10.3390/toxics11060500/s1,2020; 2021; 2022; 2023,mixed with 25 kg,127,5,87,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,56,24,2,2,2,0,0,"toxics Article Dissipation, Bioconcentration and Dietary Risk Assessment of Thiamethoxam and Its Metabolites in Agaricus bisporus and Substrates under Different Application Methods Shanshan Chen 1,† , Qicai Zhang 1,† , Qinxiong Rao 1 , Xianli Wang 1 , Penghui Du 2 and Weiguo Song 1, * 1 Institute of Agro-Food Standards and Testing Technology, Shanghai Academy of Agricultural Sciences, Shanghai 201403, China; shanshanchen2013@saas.sh.cn (S.C.); qicaizhang@126.com (Q.Z.); qinxiongrao@163.com (Q.R.); wangxianli@saas.sh.cn (X.W.) 2 College of Food Sciences, Shanghai Ocean University, S",123,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Kinetics and mechanism of thiamethoxam abatement by ozonation and ozone-based advanced oxidation processes..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2020.122180,2017; 2018; 2019; 2020,,57,30,56,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,169,14,5,9,6,0,0,"ozonation and T ozone-based advanced oxidation processes Huijiao Wanga, Juhong Zhana, Lingwei Gaoa, Gang Yua, Sridhar Komarnenib, Yujue Wanga,* a School of Environment, Tsinghua University, Beijing 100084, China b Department of Ecosystem Science and Management and Material Research Institute, 205 MRL Building, The Pennsylvania State University, University Park, PA 16802, USA GRAPHICAL ABSTRACT ARTICLE INFO ABSTRACT Editor: Xiaohong Guan In this study, the abatement of neonicotinoid insecticide, thiamethoxam, by single ozonation, ozone/ultraviolet Keywords: (O3/UV) and electro-peroxone (EP) process was evaluated. The second-order rate constants for the reaction of Ozone thiamethoxam with O3 and hydroxyl radical (%OH) at pH 7 were determined to be 15.4 M–1 s–1 and 3.9 × 109 Ultraviolet M–1 s–1, respectively. The degradation pathways of thiamethoxam were proposed based on quantum chemical E",123,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Phosmet,Residual degradation and toxicity of insecticides against Bactrocera oleae..pdf,Environ Sci Pollut Res,10.1007/s11356-017-0347-x,2014; 2015; 2016; 2017,,16,23,19,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Phosmet/PesticideDB_curation_Phosmet_20260707,16,5,1,4,1,0,0,"2017 / Accepted: 26 September 2017 # Springer-Verlag GmbH Germany 2017 Abstract Field and lab trials took place in Crete (July to minimized, toxicity of pyrethroids remained almost stable September 2016), concerning the residual degradation and (> 60%) for the first 2 weeks and then decreased to 30–40%, toxicity of seven active ingredients applied as bait sprays which remained stable up to the end of the study (8 weeks). against the olive fruit fly. Highest residues were recorded in Concerning phosmet, its toxicity ranged from 35 to 56% for olive leaves for dimethoate and phosmet (~ 60 mg/kg) imme- 3 weeks with no significant reduction, while spinosad presentdiately after application (day 1+), while a threefold and five- ed a lower toxicity profile (50% only for 1 week). The benefits fold reduction was observed 1 week later, respectively. of these results in the knowledge of insecticide",122,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Spirodiclofen,Review of the existing maximum residue levels for spirodiclofen according to Article 12 of Regulation (EC) No 3962005..pdf,APPROVED: 6 October 2021,10.2903/j.efsa.2010.1560; 10.2903/j.efsa.2015; 10.2903/j.efsa.2016.4457; 10.2903/j.efsa.2018.5147,2019; 2020; 2021; 2025,,42,38,63,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Spirodiclofen/PesticideDB_curation_Spirodiclofen_20260707,217,3,2,3,0,0,0,"o 396/2005, EFSA shall provide a reasoned opinion on: • the inclusion of the active substance in Annex IV to the Regulation, when appropriate; • the necessity of setting new MRLs for the active substance or deleting/modifying existing MRLs set out in Annex II or III of the Regulation; • the inclusion of the recommended MRLs in Annex II or III to the Regulation; • the setting of speciﬁc processing factors as referred to in Article 20(2) of the Regulation. The active substance and its use pattern Spirodiclofen is the ISO common name for 3-(2,4-dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl 2,2-dimethylbutyrate (IUPAC). The chemical structure of the active substance and its main metabolites is reported in Appendix F. The EU MRLs for spirodiclofen are established in Annex IIIA of Regulation (EC) No 396/2005. Codex maximum residue limits (CXLs) for spirodiclofen were also established by t",122,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Behavior of imidazolinone herbicide enantiomers in earthworm-soil microcosms Degradation and bioaccumulation..pdf,Science of the Total Environment 707 (2020) 135476,10.1007/s12161; 10.1016/j.scitotenv.2019.135476,2017; 2018; 2019; 2020,,58,1,8,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,32,21,2,0,1,0,0,"i key laboratory of Agric-Environment and Agric-products Safety, National Demonstration Center for Experimental Plant Science Education, College of Agriculture, Guangxi University, Nanning, Guangxi 530004, People's Republic of China H I G H L I G H T S G R A P H I C A L A B S T R A C T • The bioaccumulation of three imidazolinone herbicides in earthworm tissues was not enantioselective. • The degradation of imazapic in soils was enantioselective, and no signiﬁcant stereoselectivity occurred for imazamox and imazethapyr. • The BSAFs values were negatively corre lated with the log KOW values of herbi cides and were positively correlated with organic matter content of soil in earthworm-soil microcosms. a r t i c l e i n f o a b s t r a c t Article history: Imidazolinone herbicides are a group of chiral herbicides that are widely used to control weeds in crops. Despite Received 5 September 2",121,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
