pesticide_folder,file_name,readability_status
Carbendazim,Electrochemically_synthesized_green_fluorescent_carbon_dots_for_quantitation_of_.pdf,html_placeholder
Carbendazim,Environmental_Impact_of_Xenobiotic_Aromatic_Compounds_and_Their_Biodegradation_P.pdf,html_placeholder
Carbendazim,Growth__respiratory_activity_and_chlorpyrifos_biodegradation_in_cultures_of_Azot.pdf,html_placeholder
Carbendazim,Impact_of_sonolytic_ozonation__O_sub_3___sub_US__on_degradation_of_pesticide_res.pdf,html_placeholder
Carbendazim,Influence_of__i_Bacillus_subtilis__i__and__i_Trichoderma_harzianum__i__on_Penthi.pdf,html_placeholder
Carbendazim,Influence_of_a_Commercial_Biological_Fungicide_containing__i_Trichoderma_harzian.pdf,html_placeholder
Carbendazim,Microbes_as_carbendazim_degraders__opportunity_and_challenge_.pdf,html_placeholder
Carbendazim,Microbial_degradation_of_contaminants_of_emerging_concern__metabolic__genetic_an.pdf,html_placeholder
Carbendazim,Natural_soils_in_OECD_222_testing___influence_of_soil_water_and_soil_properties_.pdf,html_placeholder
Carbendazim,Non_target_effects_on_soil_microbial_parameters_of_the_synthetic_pesticide_carbe.pdf,html_placeholder
Carbendazim,Ocular_irritation_from_product_of_pesticide_degradation_among_workers_in_a_seed_.pdf,html_placeholder
Carbendazim,Photocatalytic_degradation_of_dimethoate_in_Bok_choy_using_cerium_doped_nano_tit.pdf,html_placeholder
Carbendazim,Polymeric_and_Solid_Lipid_Nanoparticles_for_Sustained_Release_of_Carbendazim_and.pdf,html_placeholder
Carbendazim,Potential_of_Salvinia_biloba_Raddi_for_removing_atrazine_and_carbendazim_from_aq.pdf,html_placeholder
Carbendazim,Predictive_Models_of_Phytosterol_Degradation_in_Rapeseeds_Stored_in_Bulk_Based_o.pdf,html_placeholder
Carbendazim,Quantitative_Modeling_of_the_Degradation_of_Pesticide_Residues_in_Wheat_Flour_Su.pdf,html_placeholder
Carbendazim,Rapid_Solar_Light_Driven_Superior_Photocatalytic_Degradation_of_Methylene_Blue_U.pdf,html_placeholder
Carbendazim,Response_of_earthworm_enzyme_activity_and_gut_microbial_functional_diversity_to_.pdf,html_placeholder
Carbendazim,Screening_of_Carbofuran_Degrading_Bacteria__i_Chryseobacterium__i__sp__BSC2_3_an.pdf,html_placeholder
Carbendazim,The_impact_of_novel_bacterial_strains_and_their_consortium_on_diflufenican_degra.pdf,html_placeholder
Carbendazim,Transcriptome_Analysis_of_Newly_Emerged_Honeybees_Exposure_to_Sublethal_Carbenda.pdf,html_placeholder
Carbendazim,Transcriptomic_Profiling_of__i_Fusarium_pseudograminearum__i__in_Response_to_Car.pdf,html_placeholder
Carbendazim,Transfer_Assessment_of_Carbendazim_Residues_from_Rape_Flowers_to_Apicultural_Pro.pdf,html_placeholder
Carbendazim,Updated_reasoned_opinion_on_the_toxicological_properties_and_maximum_residue_lev.pdf,html_placeholder
Carbendazim,Visible_Light_Driven_Direct_Z_Scheme_Ho_sub_2__sub_SmSbO_sub_7__sub__YbDyBiNbO_s.pdf,html_placeholder
Carbendazim,Zn_sup_2___sup__and_Cd_sup_2___sup__assisted_photo_catalytic_degradation_of_chlo.pdf,html_placeholder
Carbendazim,_i_Daphnia_magna__i__Multigeneration_Exposure_to_Carbendazim__Gene_Transcription.pdf,html_placeholder
Chlorantraniliprole,A_mechanism_based_approach_unveils_metabolic_routes_potentially_mediating_chlora.pdf,html_placeholder
Chlorantraniliprole,A_reference_gene_set_for_sex_pheromone_biosynthesis_and_degradation_genes_from_t.pdf,html_placeholder
Chlorantraniliprole,Biochemical_basis_of_synergism_between_pathogenic_fungus_Metarhizium_anisopliae_.pdf,html_placeholder
Chlorantraniliprole,CRISPR_Cas9_Based_Functional_Characterization_of_SfUGT50A15_Reveals_Its_Roles_in.pdf,html_placeholder
Chlorantraniliprole,Chitosan_Delivered_Chlorantraniliprole_for_Pest_Control__Preparation_Optimizatio.pdf,html_placeholder
Chlorantraniliprole,Chlorantraniliprole_Enhances_Cellular_Immunity_in_Larvae_of__i_Spodoptera_frugip.pdf,html_placeholder
Chlorantraniliprole,Chlorantraniliprole_Residual_Control_and_Concentration_Determination_in_Cotton_.pdf,html_placeholder
Chlorantraniliprole,Contribution_of_insect_gut_microbiota_and_their_associated_enzymes_in_insect_phy.pdf,html_placeholder
Chlorantraniliprole,Determination_of_chlorantraniliprole_18_5__SC_in_the_paddy_ecosystem_and_its_ris.pdf,html_placeholder
Chlorantraniliprole,Development_of_a_nanobody_based_ELISA_for_the_detection_of_the_insecticides_cyan.pdf,html_placeholder
Chlorantraniliprole,Effect_of_chlorantraniliprole_on_soil_bacterial_and_fungal_diversity_and_communi.pdf,html_placeholder
Chlorantraniliprole,Effect_of_tank_mixed_adjuvant_on_the_behavior_of_chlorantraniliprole_and_difenoc.pdf,html_placeholder
Chlorantraniliprole,Effects_of_Elevated_CO_sub_2__sub__Concentration_on_Host_Adaptability_and_Chlora.pdf,html_placeholder
Chlorantraniliprole,Efficacy_of_Chlorantraniliprole_in_Controlling_Structural_Infestations_of_the_Ea.pdf,html_placeholder
Chlorantraniliprole,Efficacy_of_the_Combination_of_λ_Cyhalothrin_and_Chlorantraniliprole_Against_Fou.pdf,html_placeholder
Chlorantraniliprole,Genome_Wide_Scans_and_Transcriptomic_Analyses_Characterize_Selective_Changes_as_.pdf,html_placeholder
Chlorantraniliprole,Genome_wide_identification_of_lncRNAs_associated_with_chlorantraniliprole_resist.pdf,html_placeholder
Chlorantraniliprole,Global_identification_of_microRNAs_associated_with_chlorantraniliprole_resistanc.pdf,html_placeholder
Chlorantraniliprole,Impact_of_biochar_on_the_degradation_rates_of_three_pesticides_by_vegetables_and.pdf,html_placeholder
Chlorantraniliprole,Insecticides_chlorantraniliprole_and_flubendiamide_in__i_Aster_scaber__i___Dissi.pdf,html_placeholder
Chlorantraniliprole,Lethal__Sub_Lethal_and_Trans_Generational_Effects_of_Chlorantraniliprole_on_Biol.pdf,html_placeholder
Chlorantraniliprole,Persistence__dissipation_behavior_and_dietary_risk_assessment_of_a_combi_product.pdf,html_placeholder
Chlorantraniliprole,Role_of_Insect_Gut_Microbiota_in_Pesticide_Degradation__A_Review_.pdf,html_placeholder
Chlorantraniliprole,Safety_Evaluation_of_Chlorantraniliprole_in_Lychee_Based_on_Residue_and_Dietary_.pdf,html_placeholder
Chlorantraniliprole,Setting_of_an_import_tolerance_for_chlorantraniliprole_in_hops_.pdf,html_placeholder
Chlorantraniliprole,Synergistic_and_additive_interactions_of_Shewanella_sp___Pseudomonas_sp__and_Tha.pdf,html_placeholder
Chlorantraniliprole,The_Degradation_Characteristics_and_Soil_Remediation_Capabilities_of_the_Butachl.pdf,html_placeholder
Chlorantraniliprole,The_Mechanism_of_Chlorantraniliprole_Resistance_and_Detoxification_in_Trichogram.pdf,html_placeholder
Chlorantraniliprole,The_transcriptomic_profile_of_Spodoptera_frugiperda_differs_in_response_to_a_nov.pdf,html_placeholder
Chlorantraniliprole,Transcriptome_profiling_reveals_novel_insights_into_the_regulation_of_calcium_io.pdf,html_placeholder
Chlorantraniliprole,Treatment_of_Four_Stored_Grain_Pests_with_Thiamethoxam_plus_Chlorantraniliprole_.pdf,html_placeholder
Chlorantraniliprole,UDP_Glycosyltransferase_Genes_in_the_Striped_Rice_Stem_Borer___i_Chilo_suppressa.pdf,html_placeholder
Chlorantraniliprole,Uncovering_the_Dissipation_of_Chlorantraniliprole_in_Tomatoes__Identifying_Trans.pdf,html_placeholder
Chlordane,Alterations_in_macrophage_phagocytosis_and_inflammatory_tone_following_exposure_.pdf,html_placeholder
Chlordane,Bacterial_degradation_of_aromatic_compounds_.pdf,html_placeholder
Chlordane,Biodegradation_of_crystal_violet_by_the_white_rot_fungus_Phanerochaete_chrysospo.pdf,html_placeholder
Chlordane,Biodegradation_of_pentachlorophenol_by_the_white_rot_fungus_Phanerochaete_chryso.pdf,html_placeholder
Chlordane,Burning_question__Rethinking_organohalide_degradation_strategy_for_bioremediatio.pdf,html_placeholder
Chlordane,Comparative_biodegradation_of_alkyl_halide_insecticides_by_the_white_rot_fungus_.pdf,html_placeholder
Chlordane,Degradation_of_Xenobiotic_Pollutants__An_Environmentally_Sustainable_Approach_.pdf,html_placeholder
Chlordane,Enantioselective_Metabolism_of_Chiral_3_Phenylbutyric_Acid__an_Intermediate_of_L.pdf,html_placeholder
Chlordane,Evidence_for_the_subcellular_localization_and_specificity_of_chlordane_inhibitio.pdf,html_placeholder
Chlordane,Fenton_Mediated_Biodegradation_of_Chlorendic_Acid___A_Highly_Chlorinated_Organic.pdf,html_placeholder
Chlordane,Maternal_pregnancy_levels_of_trans_nonachlor_and_oxychlordane_and_prevalence_of_.pdf,html_placeholder
Chlordane,Microbial_Degradation_of_Pesticide_Residues_and_an_Emphasis_on_the_Degradation_o.pdf,html_placeholder
Chlordane,Microbiological_degradation_of_pesticides_in_yard_waste_composting_.pdf,html_placeholder
Chlordane,Sex_specific_effects_of_acute_chlordane_exposure_in_the_context_of_steatotic_liv.pdf,html_placeholder
Chlordane,The_ever_expanding_limits_of_enzyme_catalysis_and_biodegradation__polyaromatic__.pdf,html_placeholder
Chlordane,_i_Bacilli___i_Mediated_Degradation_of_Xenobiotic_Compounds_and_Heavy_Metals_.pdf,html_placeholder
Chlorfenapyr,A_Comprehensive_Review_of_the_Current_Knowledge_of_Chlorfenapyr__Synthesis__Mode.pdf,html_placeholder
Chlorfenapyr,Degradation_strategies_of_pesticide_residue__From_chemicals_to_synthetic_biology.pdf,html_placeholder
Chlorfenapyr,Determination_of_Market__Field_Samples__and_Dietary_Risk_Assessment_of_Chlorfena.pdf,html_placeholder
Chlorfenapyr,Preparation_and_performance_of_chlorfenapyr_microcapsules_with_a_degradable_poly.pdf,html_placeholder
Chlorfenapyr,Residual_Behavior_and_Dietary_Risk_Assessment_of_Chlorfenapyr_and_Its_Metabolite.pdf,html_placeholder
Chlorfenapyr,Sublethal_and_Transgenerational_Toxicities_of_Chlorfenapyr_on_Biological_Traits_.pdf,html_placeholder
Chlorfenapyr,Targeted_review_of_maximum_residue_levels__MRLs__for_chlorfenapyr_.pdf,html_placeholder
Chlorfenapyr,Unravelling_the_Polytoxicology_of_Chlorfenapyr_on_Non_Target_HepG2_Cells__The_In.pdf,html_placeholder
Chlormequat,Effects_of_different_concentrations_of_chlormequat_chloride_on_bacterial_communi.pdf,html_placeholder
Chlormequat,Herbicidal_Ionic_Liquids__A_Promising_Future_for_Old_Herbicides__Review_on_Synth.pdf,html_placeholder
Chlormequat,Modification_of_the_existing_maximum_residue_level_for_chlormequat_in_oat_.pdf,html_placeholder
Chlormequat,Quantitative_Modeling_of_the_Degradation_of_Pesticide_Residues_in_Wheat_Flour_Su.pdf,html_placeholder
Chlormequat,Urinary_biomarker_concentrations_of_captan__chlormequat__chlorpyrifos_and_cyperm.pdf,html_placeholder
Chlorothalonil,A_novel_hydrolytic_dehalogenase_for_the_chlorinated_aromatic_compound_chlorothal.pdf,html_placeholder
Chlorothalonil,A_pulsed_dose_study_evaluating_chronic_toxicity_of_chlorothalonil_to_fish__A_cas.pdf,html_placeholder
Chlorothalonil,Antibody_free_colorimetric_detection_of_chlorothalonil_in_cucumber__i_via__i__th.pdf,html_placeholder
Chlorothalonil,BOK_Is_a_Non_canonical_BCL_2_Family_Effector_of_Apoptosis_Regulated_by_ER_Associ.pdf,html_placeholder
Chlorothalonil,Biodegradation_of_agave_Comiteco_bagasse_by__i_Pleurotus__i__spp___a_source_of_c.pdf,html_placeholder
Chlorothalonil,Biodegradation_of_organic_compounds_in_vadose_zone_and_aquifer_sediments_.pdf,html_placeholder
Chlorothalonil,Biodegradation_of_pesticide_in_agricultural_soil_employing_entomopathogenic_fung.pdf,html_placeholder
Chlorothalonil,Biotransformation_of_chlorothalonil_by_strain__i_Stenotrophomonas_acidaminiphila.pdf,html_placeholder
Chlorothalonil,Changed_degradation_behavior_of_pesticides_when_present_in_mixtures_.pdf,html_placeholder
Chlorothalonil,Chlorothalonil_10.1186_s13568-017-0530-y.pdf,pdf_header
Chlorothalonil,Chronic_chlorothalonil_exposure_inhibits_locomotion_and_interferes_with_the_gut_.pdf,html_placeholder
Chlorothalonil,Comparison_of_linuron_degradation_in_the_presence_of_pesticide_mixtures_in_soil_.pdf,html_placeholder
Chlorothalonil,Construction_and_Characterization_of_an_Intergeneric_Fusant_That_Degrades_the_Fu.pdf,html_placeholder
Chlorothalonil,Degradation_of_Carbendazim_by_Molecular_Hydrogen_on_Leaf_Models_.pdf,html_placeholder
Chlorothalonil,Degradation_of_Pesticide_Residues_in_Water__Soil__and_Food_Products_via_Cold_Pla.pdf,html_placeholder
Chlorothalonil,Degradation_of_four_pesticides_in_five_urban_landscape_soils__human_and_environm.pdf,html_placeholder
Chlorothalonil,Effect_of_plasma_activated_water_and_buffer_solution_combined_with_ultrasound_on.pdf,html_placeholder
Chlorothalonil,Effects_of_atrazine__metolachlor__carbaryl_and_chlorothalonil_on_benthic_microbe.pdf,html_placeholder
Chlorothalonil,Effects_of_four_disease_controlling_agents__chlorothalonil__CuCl_sub_2__sub___ha.pdf,html_placeholder
Chlorothalonil,Effects_of_mixed_application_of_avermectin__imidacloprid_and_carbendazim_on_soil.pdf,html_placeholder
Chlorothalonil,Evaluation_of_confirmatory_data_following_the_Article_12_MRL_review_for_chloroth.pdf,html_placeholder
Chlorothalonil,Glutathione_Promotes_Degradation_and_Metabolism_of_Residual_Fungicides_by_Induci.pdf,html_placeholder
Chlorothalonil,High_intensity_ultrasonication_impact_on_the_chlorothalonil_fungicide_and_its_re.pdf,html_placeholder
Chlorothalonil,Hydrolysis_and_Photolysis_Kinetics__and_Identification_of_Degradation_Products_o.pdf,html_placeholder
Chlorothalonil,Laccases__Production__Expression_Regulation__and_Applications_in_Pharmaceutical_.pdf,html_placeholder
Chlorothalonil,Linking_Enzymatic_Oxidative_Degradation_of_Lignin_to_Organics_Detoxification_.pdf,html_placeholder
Chlorothalonil,Microbial_Degradation_of_Pesticide_Residues_and_an_Emphasis_on_the_Degradation_o.pdf,html_placeholder
Chlorothalonil,Microbial_degradation_of_acetamiprid_by_Ochrobactrum_sp__D_12_isolated_from_cont.pdf,html_placeholder
Chlorothalonil,Nitenpyram_biodegradation_by_a_novel_nitenpyram_degrading_bacterium___i_Ochrobac.pdf,html_placeholder
Chlorothalonil,Photocatalytic_Degradation_of_Atrazine_under_Visible_Light_Using_Novel_Ag_Mg_sub.pdf,html_placeholder
Chlorothalonil,Photodegradation_of_pesticides_using_compound_specific_isotope_analysis__CSIA___.pdf,html_placeholder
Chlorothalonil,Potential_and_limitations_for_monitoring_of_pesticide_biodegradation_at_trace_co.pdf,html_placeholder
Chlorothalonil,Probiotic_strain_Stenotrophomonas_acidaminiphila_BJ1_degrades_and_reduces_chloro.pdf,html_placeholder
Chlorothalonil,Reprotoxicity_of_the_antifoulant_chlorothalonil_in_ascidians__an_ecological_risk.pdf,html_placeholder
Chlorothalonil,Structural_basis_for_the_hydrolytic_dehalogenation_of_the_fungicide_chlorothalon.pdf,html_placeholder
Chlorothalonil,The_effects_of_pesticide_mixtures_on_degradation_of_pendimethalin_in_soils_.pdf,html_placeholder
Chlorothalonil,The_influence_of_chlorothalonil_on_the_activity_of_soil_microorganisms_and_enzym (1).pdf,html_placeholder
Chlorothalonil,The_influence_of_chlorothalonil_on_the_activity_of_soil_microorganisms_and_enzym.pdf,html_placeholder
Chlorothalonil,Use_of_Transcriptomics_to_Reveal_the_Joint_Immunotoxicity_Mechanism_Initiated_by.pdf,html_placeholder
Chlorpropham,A_multifunctional_enzyme_portfolio_for_α_chaconine_and_α_solanine_degradation_in.pdf,html_placeholder
Chlorpropham,An_Amidase_Gene___i_ipaH__i___Is_Responsible_for_the_Initial_Step_in_the_Iprodio.pdf,html_placeholder
Chlorpropham,Biodegradation_of_phenmedipham_by_novel__i_Ochrobactrum_anthropi__i__NC_1_.pdf,html_placeholder
Chlorpropham,Characterization_of_a_novel_amidohydrolase_with_promiscuous_esterase_activity_fr.pdf,html_placeholder
Chlorpropham,Conserved_Metabolic_and_Evolutionary_Themes_in_Microbial_Degradation_of_Carbamat.pdf,html_placeholder
Chlorpropham,Evaluation_of_Cellular_Uptake_and_Removal_of_Chlorpropham_in_the_Treatment_of__i.pdf,html_placeholder
Chlorpropham,Inclusions_of_Pesticides_by_β_Cyclodextrin_in_Solution_and_Solid_State__Chlorpro.pdf,html_placeholder
Chlorpropham,Metabolic_Pathway_Involved_in_6_Chloro_2_Benzoxazolinone_Degradation_by_Pigmenti.pdf,html_placeholder
Chlorpropham,Peer_review_of_the_pesticide_risk_assessment_of_the_active_substance_chlorpropha.pdf,html_placeholder
Chlorpropham,Polyacrylamide_Regulated_Phytohormone_Balance_and_Starch_Degradation_to_Promote_.pdf,html_placeholder
Chlorpropham,Reasoned_opinion_on_the_setting_of_temporary_maximum_residue_levels_for_chlorpro.pdf,html_placeholder
Chlorpyrifos,A_Comprehensive_Review_of_Multifunctional_Nanozymes_for_Degradation_and_Detectio.pdf,html_placeholder
Chlorpyrifos,A_Novel_Organophosphorus_Acid_Anhydrolase_from_Deep_Sea_Sediment_with_High_Degra.pdf,html_placeholder
Chlorpyrifos,A_biomarker_validation_study_of_prenatal_chlorpyrifos_exposure_within_an_inner_c.pdf,html_placeholder
Chlorpyrifos,A_modeling_framework_for_estimating_children_s_residential_exposure_and_dose_to_.pdf,html_placeholder
Chlorpyrifos,Aerobic_dichlorvos_degradation_by__i_Pseudomonas_stutzeri__i__smk__complete_path.pdf,html_placeholder
Chlorpyrifos,Amelioration_of_Chlorpyrifos_Induced_Toxicity_in__i_Brassica_juncea__i__L__by_Co.pdf,html_placeholder
Chlorpyrifos,An_Aptasensor_Based_on_a_Flexible_Screen_Printed_Silver_Electrode_for_the_Rapid_.pdf,html_placeholder
Chlorpyrifos,An_Overview_of_Photocatalytic_Membrane_Degradation_Development_.pdf,html_placeholder
Chlorpyrifos,An_invertebrate_model_of_the_developmental_neurotoxicity_of_insecticides__effect.pdf,html_placeholder
Chlorpyrifos,Antioxidant_and_Protective_Effects_of__i_Artemisia_campestris__i__Essential_Oil_.pdf,html_placeholder
Chlorpyrifos,Application_of_Fe_MOFs_in_Photodegradation_and_Removal_of_Air_and_Water_Pollutan.pdf,html_placeholder
Chlorpyrifos,Application_of_Viscose_Based_Porous_Carbon_Fibers_in_Food_Processing_Malathion_a.pdf,html_placeholder
Chlorpyrifos,Biodegradation_and_metabolic_pathway_of_fenvalerate_by_Citrobacter_freundii_CD_9.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_Iprodione_and_Chlorpyrifos_Using_an_Immobilized_Bacterial_Cons.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_chlorpyrifos_and_its_hydrolysis_product_3_5_6_trichloro_2_pyri.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_chlorpyrifos_by_enterobacter_strain_B_14_and_its_use_in_biorem.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_chlorpyrifos_using_isolates__from_contaminated_agricultural_so.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_monocrotophos__cypermethrin___fipronil_by__i_Proteus_myxofacie.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_phenmedipham_by_novel__i_Ochrobactrum_anthropi__i__NC_1_.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_polychlorinated_biphenyls__PCBs__by_the_novel_identified_cyano.pdf,html_placeholder
Chlorpyrifos,Biodegradation_of_two_organophosphorus_pesticides_in_whole_corn_silage_as_affect.pdf,html_placeholder
Chlorpyrifos,Bioremediation_of_chlorpyrifos_residues_using_some_indigenous_species_of_bacteri.pdf,html_placeholder
Chlorpyrifos,Biotransformation_of_Chlorpyrifos__i_Shewanella_oneidensis__i__MR_1_in_the_Prese.pdf,html_placeholder
Chlorpyrifos,Changes_of_field_incurred_chlorpyrifos_and_its_toxic_metabolite_residues_in_rice.pdf,html_placeholder
Chlorpyrifos,Characteristics_of_Aflatoxin_B_sub_1__sub__Degradation_by__i_Stenotrophomonas_ac.pdf,html_placeholder
Chlorpyrifos,Chemotaxis_and_degradation_of_organophosphate_compound_by_a_novel_moderately_the.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_Disrupts_Acetylcholine_Metabolism_Across_Model_Blood_Brain_Barrier_.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos___diisopropylphosphorofluoridate___and_parathion_induced_behavioral.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_and_chlorpyrifos_oxon_impair_the_transport_of_membrane_bound_organe.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_and_neurodevelopmental_effects__a_literature_review_and_expert_elic.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_degradation_efficiency_of__i_Bacillus__i__sp__laccase_immobilized_o.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_degradation_via_photoreactive_TiO_sub_2__sub__nanoparticles__Assess.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_fate_in_the_Arctic__Importance_of_analyte_structure_in_interactions.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_inhibits_neural_induction_via_Mfn1_mediated_mitochondrial_dysfuncti.pdf,html_placeholder
Chlorpyrifos,Chlorpyrifos_modulates_the_mouse_gut_microbiota_and_metabolic_activity_.pdf,html_placeholder
Chlorpyrifos,Chronic_Exposure_to_Chlorpyrifos_Damages_Thyroid_Activity_and_Imbalances_Hepatic.pdf,html_placeholder
Chlorpyrifos,Cnr1_sup______sup__has_minimal_impact_on_chlorpyrifos_mediated_effects_in_the_mo.pdf,html_placeholder
Chlorpyrifos,Co_expression_network_of_long_non_coding_RNA_and_mRNA_reveals_molecular_phenotyp.pdf,html_placeholder
Chlorpyrifos,Colorimetric_sensing_of_chlorpyrifos_through_negative_feedback_inhibition_of_the.pdf,html_placeholder
Chlorpyrifos,Combined_biostimulation_and_bioaugmentation_for_chlorpyrifos_degradation_in_labo.pdf,html_placeholder
Chlorpyrifos,Comparative_Genomics_of_a_Paddy_Field_Bacterial_Isolate__i_Ochrobactrum__i__sp__.pdf,html_placeholder
Chlorpyrifos,Concentration_dependent_effects_of_chlorpyrifos_oxon_on_peroxisome_proliferator_.pdf,html_placeholder
Chlorpyrifos,Conditions_Optimizing_and_Application_of_Laccase_mediator_System__LMS__for_the_L.pdf,html_placeholder
Chlorpyrifos,Conserved_Metabolic_and_Evolutionary_Themes_in_Microbial_Degradation_of_Carbamat.pdf,html_placeholder
Chlorpyrifos,Constructing_Direct_Z_Scheme_Y2TmSbO7_GdYBiNbO7_Heterojunction_Photocatalyst_wit.pdf,html_placeholder
Chlorpyrifos,Crude_Oil_Degrading_Fingerprint_and_the_Overexpression_of_Oxidase_and_Invasive_G.pdf,html_placeholder
Chlorpyrifos,Cytochrome_P450_specific_human_PBPK_PD_models_for_the_organophosphorus_pesticide.pdf,html_placeholder
Chlorpyrifos,Decontamination_of_Chlorpyrifos_Residue_in_Soil_by_Using__i_Mentha_piperita__i__.pdf,html_placeholder
Chlorpyrifos,Degradation_of_Pesticide_Residues_in_Water__Soil__and_Food_Products_via_Cold_Pla.pdf,html_placeholder
Chlorpyrifos,Degradation_of_Pesticides_Using_Semiconducting_and_Tetrapyrrolic_Macrocyclic_Pho.pdf,html_placeholder
Chlorpyrifos,Degradation_of_Xenobiotic_Pollutants__An_Environmentally_Sustainable_Approach_.pdf,html_placeholder
Chlorpyrifos,Degradation_of_a_New_Herbicide_Florpyrauxifen_Benzyl_in_Water__Kinetics__Various.pdf,html_placeholder
Chlorpyrifos,Degradation_of_a_Novel_Pesticide_Antiviral_Agent_Vanisulfane_in_Aqueous_Solution.pdf,html_placeholder
Chlorpyrifos,Degradation_of_different_wastewater_by_a_biological_sponge_iron_system__microbia.pdf,html_placeholder
Chlorpyrifos,Degradation_of_the_herbicide_paraquat_by_macromycetes_isolated_from_southeastern.pdf,html_placeholder
Chlorpyrifos,Degradation_of_the_neonicotinoid_pesticide_imidacloprid_by_electrocoagulation_an.pdf,html_placeholder
Chlorpyrifos,Degradation_strategies_of_pesticide_residue__From_chemicals_to_synthetic_biology.pdf,html_placeholder
Chlorpyrifos,Determination_of_CHLORPYRIFOS_by_GC_ECD_in_water_and_its_sorption_mechanism_stud.pdf,html_placeholder
Chlorpyrifos,Development_of_a_UPLC_MS_MS_method_for_pesticide_analysis_in_paddy_water_and_eva.pdf,html_placeholder
Chlorpyrifos,Developmental_neurotoxicants_target_neurodifferentiation_into_the_serotonin_phen.pdf,html_placeholder
Chlorpyrifos,Dichlorvos__chlorpyrifos_oxon_and_Aldicarb_adducts_of_butyrylcholinesterase__det.pdf,html_placeholder
Chlorpyrifos,Effect_of_chlorpyrifos_on_soil_microbial_diversity_and_its_biotransformation_by_.pdf,html_placeholder
Chlorpyrifos,Effect_of_developmental_chlorpyrifos_exposure__on_endocannabinoid_metabolizing_e.pdf,html_placeholder
Chlorpyrifos,Effective_degradation_of_synthetic_micropollutants_and_real_textile_wastewater_v.pdf,html_placeholder
Chlorpyrifos,Effects_of_chlorpyrifos_on_non_cholinergic_toxicity_endpoints_in_immortalized_an.pdf,html_placeholder
Chlorpyrifos,Effects_of_chlorpyrifos_on_the_crustacean_Litopenaeus_vannamei_.pdf,html_placeholder
Chlorpyrifos,Effects_of_nickel__chlorpyrifos_and_their_mixture_on_the_Dictyostelium_discoideu.pdf,html_placeholder
Chlorpyrifos,Effects_of_soil_pH_on_the_biodegradation_of_chlorpyrifos_and_isolation_of_a_chlo.pdf,html_placeholder
Chlorpyrifos,Efficiency_of_the_intestinal_bacteria_in_the_degradation_of_the_toxic_pesticide_.pdf,html_placeholder
Chlorpyrifos,Efficient_Knocking_Out_of_the_Organophosphorus_Insecticides_Degradation_Gene__i_.pdf,html_placeholder
Chlorpyrifos,Efficient_Nucleophilic_Degradation_of_an_Organophosphorus_Pesticide__Diazinon__M.pdf,html_placeholder
Chlorpyrifos,Electrochemical_biosensor_based_on_cellulose_nanofibers_graphene_oxide_and_acety.pdf,html_placeholder
Chlorpyrifos,Enhanced_Biodegradation_of_Phenylurea_Herbicides_by__i_Ochrobactrum_anthrophi__i.pdf,html_placeholder
Chlorpyrifos,Enhanced_Carbofuran_Degradation_Using_Immobilized_and_Free_Cells_of__i_Enterobac.pdf,html_placeholder
Chlorpyrifos,Enhancement_of_adsorption_efficiency_of_crystal_violet_and_chlorpyrifos_onto_pec.pdf,html_placeholder
Chlorpyrifos,Enhancing_the_promiscuous_phosphotriesterase_activity_of_a_thermostable_lactonas.pdf,html_placeholder
Chlorpyrifos,Enzymatic_degradation_of_organophosphorus_insecticides_decreases_toxicity_in_pla.pdf,html_placeholder
Chlorpyrifos,Evaluation_of_Highly_Detectable_Pesticides_Sprayed_in__i_Brassica_napus__i__L___.pdf,html_placeholder
Chlorpyrifos,Evaluation_of_developmental_toxicity_of_chlorpyrifos_through_new_approach_method.pdf,html_placeholder
Chlorpyrifos,Exposure_Levels_of_Pyrethroids__Chlorpyrifos_and_Glyphosate_in_EU_An_Overview_of.pdf,html_placeholder
Chlorpyrifos,Exposure_to_Chlorpyrifos_Alters_Proliferation__Differentiation_and_Fatty_Acid_Up.pdf,html_placeholder
Chlorpyrifos,Exposure_to_chlorpyrifos_in_gaseous_and_particulate_form_in_greenhouses__a_pilot.pdf,html_placeholder
Chlorpyrifos,Facile_synthesis_and_characterization_of_magnetic_nanocomposite_ZnO_CoFe_sub_2__.pdf,html_placeholder
Chlorpyrifos,Fate_of_chlorpyrifos__omethoate__cypermethrin__and_deltamethrin_during_wheat_mil.pdf,html_placeholder
Chlorpyrifos,Fitness_costs_associated_with_laboratory_induced_resistance_to_chlorpyrifos_in_S.pdf,html_placeholder
